sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T16:04:00,91,SHELF-020,22.92,49.21,3718
2025-08-02T12:51:00,91,SHELF-006,30.90,63.90,3814
2025-08-03T02:04:00,91,SHELF-037,25.85,56.95,3657
2025-08-04T18:45:00,91,SHELF-028,16.45,59.41,3961
2025-08-05T20:16:00,91,SHELF-028,20.48,53.43,3825
2025-08-06T10:59:00,91,SHELF-028,24.83,61.98,3803
2025-08-07T11:16:00,91,SHELF-014,20.26,57.43,3836
2025-08-08T13:15:00,91,SHELF-018,27.16,47.23,3588
2025-08-09T20:47:00,91,SHELF-046,15.18,54.43,3836
2025-08-10T23:48:00,91,SHELF-017,14.66,49.25,3618
2025-08-11T07:53:00,91,SHELF-012,27.57,34.96,3839
2025-08-12T19:16:00,91,SHELF-024,26.18,51.03,3780
2025-08-13T02:36:00,91,SHELF-041,24.27,59.91,3473
2025-08-14T18:49:00,91,SHELF-012,22.97,59.04,3802
2025-08-15T22:43:00,91,SHELF-030,-50.00,48.81,3677
2025-08-16T18:54:00,91,SHELF-039,21.10,59.62,3666
2025-08-17T19:20:00,91,SHELF-030,22.48,47.16,3609
2025-08-18T02:09:00,91,SHELF-022,19.70,57.60,3800
2025-08-19T03:10:00,91,SHELF-015,25.15,60.16,3619
2025-08-20T03:30:00,91,SHELF-046,22.39,71.74,3704
2025-08-21T05:05:00,91,SHELF-037,30.86,50.49,3558
2025-08-22T11:01:00,91,SHELF-006,25.59,31.99,3695
2025-08-23T21:15:00,91,SHELF-040,20.39,67.37,3469
2025-08-24T13:34:00,91,SHELF-043,24.41,49.77,3579
2025-08-25T23:40:00,91,SHELF-045,34.47,45.97,3728
2025-08-26T21:55:00,91,SHELF-006,24.46,32.74,3906
2025-08-27T07:53:00,91,SHELF-020,18.87,49.37,3332
2025-08-28T13:49:00,91,SHELF-048,19.80,58.04,3548
