sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T23:52:00,19,SHELF-036,24.15,56.20,3737
2025-08-02T16:41:00,19,SHELF-050,24.24,54.14,3644
2025-08-03T07:56:00,19,SHELF-004,21.02,55.81,3754
2025-08-04T23:23:00,19,SHELF-004,31.46,44.88,3923
2025-08-05T05:30:00,19,SHELF-046,21.16,43.57,3821
2025-08-06T08:37:00,19,SHELF-046,22.45,49.50,3566
2025-08-07T08:03:00,19,SHELF-031,22.03,42.67,3613
2025-08-08T04:40:00,19,SHELF-044,14.71,47.44,3876
2025-08-09T04:06:00,19,SHELF-044,19.31,43.84,3794
2025-08-10T00:53:00,19,SHELF-002,18.08,57.14,3596
2025-08-11T10:01:00,19,SHELF-048,18.90,57.23,3645
2025-08-12T11:20:00,19,SHELF-012,14.85,49.18,3683
2025-08-13T02:51:00,19,SHELF-021,13.89,42.62,3629
2025-08-14T13:03:00,19,SHELF-014,24.76,68.32,3801
2025-08-15T08:13:00,19,SHELF-043,20.82,59.45,3295
2025-08-16T11:58:00,19,SHELF-028,22.41,34.42,3721
2025-08-17T03:08:00,19,SHELF-017,9.64,37.35,3696
2025-08-18T23:50:00,19,SHELF-038,10.89,34.23,3796
2025-08-19T20:11:00,19,SHELF-031,25.36,37.59,3632
2025-08-20T13:17:00,19,SHELF-050,23.14,61.37,3927
2025-08-21T08:20:00,19,SHELF-050,22.48,57.84,3657
2025-08-22T04:02:00,19,SHELF-021,26.79,68.52,3601
2025-08-23T14:55:00,19,SHELF-003,17.94,52.03,3660
2025-08-24T20:42:00,19,SHELF-023,28.02,63.18,3679
2025-08-25T22:26:00,19,SHELF-011,18.69,48.83,3628
2025-08-26T08:23:00,19,SHELF-037,21.54,51.68,3861
2025-08-27T22:19:00,19,SHELF-050,15.39,58.07,3993
2025-08-28T23:39:00,19,SHELF-035,19.06,60.77,3498
