sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T13:28:00,76,SHELF-036,19.35,56.29,3445
2025-08-02T11:44:00,76,SHELF-049,20.34,74.14,3531
2025-08-03T20:47:00,76,SHELF-010,12.58,62.68,3563
2025-08-04T02:06:00,76,SHELF-040,28.70,71.48,3735
2025-08-05T07:20:00,76,SHELF-026,18.63,44.73,3772
2025-08-06T12:54:00,76,SHELF-013,23.15,47.49,3698
2025-08-07T14:30:00,76,SHELF-011,20.17,54.53,3761
2025-08-08T18:25:00,76,SHELF-025,24.23,56.38,3756
2025-08-09T16:16:00,76,SHELF-020,18.92,29.65,3759
2025-08-10T11:00:00,76,SHELF-014,20.29,76.49,3619
2025-08-11T07:22:00,76,SHELF-012,22.85,37.78,3740
2025-08-12T20:49:00,76,SHELF-012,17.65,71.18,3538
2025-08-13T04:51:00,76,SHELF-028,19.39,60.16,3810
2025-08-14T11:18:00,76,SHELF-035,17.15,56.11,3582
2025-08-15T13:42:00,76,SHELF-016,21.25,54.11,3694
2025-08-16T13:20:00,76,SHELF-043,31.13,53.90,3590
2025-08-17T15:26:00,76,SHELF-001,20.20,69.40,3817
2025-08-18T23:16:00,76,SHELF-048,25.42,48.56,3788
2025-08-19T11:35:00,76,SHELF-041,25.47,72.83,3680
2025-08-20T03:41:00,76,SHELF-045,26.65,58.43,3606
2025-08-21T11:19:00,76,SHELF-032,24.96,48.18,3837
2025-08-22T09:53:00,76,SHELF-021,29.29,50.12,3557
2025-08-23T02:51:00,76,SHELF-011,26.91,62.41,3446
2025-08-24T21:48:00,76,SHELF-003,13.02,66.46,3607
2025-08-25T06:02:00,76,SHELF-030,17.83,65.37,3501
2025-08-26T04:22:00,76,SHELF-014,24.71,57.90,3736
2025-08-27T10:29:00,76,SHELF-003,22.39,48.55,3524
2025-08-28T07:14:00,76,SHELF-020,30.63,65.16,3920
