sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T17:31:00,18,SHELF-048,22.64,56.56,3635
2025-08-02T19:59:00,18,SHELF-008,20.07,70.62,3631
2025-08-03T14:07:00,18,SHELF-007,28.23,48.17,3596
2025-08-04T15:37:00,18,SHELF-004,20.63,50.71,4076
2025-08-05T16:15:00,18,SHELF-037,27.59,54.03,3780
2025-08-06T04:06:00,18,SHELF-001,33.42,49.95,3664
2025-08-07T11:50:00,18,SHELF-039,22.32,51.12,3545
2025-08-08T15:38:00,18,SHELF-036,22.80,38.39,3788
2025-08-09T02:33:00,18,SHELF-038,19.27,52.05,3913
2025-08-10T19:04:00,18,SHELF-049,10.05,55.65,3444
2025-08-11T01:55:00,18,SHELF-016,24.33,60.77,3689
2025-08-12T23:16:00,18,SHELF-014,21.16,69.96,3621
2025-08-13T19:41:00,18,SHELF-047,18.36,48.97,3557
2025-08-14T22:19:00,18,SHELF-044,26.51,40.27,3822
2025-08-15T03:14:00,18,SHELF-004,24.95,51.05,3905
2025-08-16T15:20:00,18,SHELF-010,20.75,60.28,3576
2025-08-17T06:57:00,18,SHELF-027,16.30,42.65,3817
2025-08-18T12:40:00,18,SHELF-040,30.61,39.54,3696
2025-08-19T17:10:00,18,SHELF-036,26.41,46.41,3798
2025-08-20T07:56:00,18,SHELF-042,19.61,43.97,3629
2025-08-21T12:58:00,18,SHELF-014,19.26,48.97,3595
2025-08-22T20:33:00,18,SHELF-044,12.37,69.94,3508
2025-08-23T00:33:00,18,SHELF-050,24.31,48.02,3507
2025-08-24T01:06:00,18,SHELF-048,20.40,66.36,3652
2025-08-25T10:29:00,18,SHELF-047,27.02,54.87,3602
2025-08-26T10:03:00,18,SHELF-039,19.56,45.73,3700
2025-08-27T16:45:00,18,SHELF-047,15.96,57.22,3692
2025-08-28T01:14:00,18,SHELF-023,32.58,63.82,3670
