sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T15:30:00,78,SHELF-024,22.50,36.14,3504
2025-08-02T12:52:00,78,SHELF-029,21.41,60.82,3512
2025-08-03T10:03:00,78,SHELF-004,23.71,53.73,3738
2025-08-04T10:44:00,78,SHELF-036,32.47,53.14,3510
2025-08-05T04:07:00,78,SHELF-033,21.47,51.45,3522
2025-08-06T12:04:00,78,SHELF-004,27.98,64.50,3730
2025-08-07T16:52:00,78,SHELF-037,17.57,77.67,3833
2025-08-08T03:28:00,78,SHELF-026,20.18,57.53,3668
2025-08-09T20:12:00,78,SHELF-050,24.02,43.74,3512
2025-08-10T03:43:00,78,SHELF-022,21.95,64.26,3805
2025-08-11T20:26:00,78,SHELF-043,23.76,59.05,3680
2025-08-12T23:15:00,78,SHELF-036,17.64,61.52,3796
2025-08-13T11:37:00,78,SHELF-012,21.51,33.91,4015
2025-08-14T16:08:00,78,SHELF-008,30.93,64.70,3567
2025-08-15T14:49:00,78,SHELF-043,16.28,66.55,3520
2025-08-16T05:53:00,78,SHELF-015,26.60,65.19,3854
2025-08-17T04:48:00,78,SHELF-013,30.48,38.32,3666
2025-08-18T01:17:00,78,SHELF-021,13.91,39.63,3674
2025-08-19T19:02:00,78,SHELF-033,26.60,44.59,3809
2025-08-20T16:03:00,78,SHELF-008,21.05,42.98,3680
2025-08-21T07:37:00,78,SHELF-048,28.56,55.77,3926
2025-08-22T05:09:00,78,SHELF-019,20.69,50.53,3577
2025-08-23T14:57:00,78,SHELF-037,22.39,48.15,3438
2025-08-24T16:43:00,78,SHELF-008,21.22,47.22,3675
2025-08-25T01:01:00,78,SHELF-021,16.89,62.35,3640
2025-08-26T20:39:00,78,SHELF-025,27.34,49.22,3389
2025-08-27T23:12:00,78,SHELF-040,22.92,57.64,3787
2025-08-28T00:37:00,78,SHELF-018,19.73,64.75,3772
