sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T14:33:00,25,SHELF-042,24.96,68.53,3663
2025-08-02T18:54:00,25,SHELF-009,25.48,49.57,3465
2025-08-03T09:44:00,25,SHELF-004,21.86,44.15,3743
2025-08-04T07:53:00,25,SHELF-032,20.21,47.02,3980
2025-08-05T02:47:00,25,SHELF-040,19.79,56.61,3968
2025-08-06T20:30:00,25,SHELF-026,25.47,42.64,3568
2025-08-07T17:52:00,25,SHELF-049,21.02,53.06,3580
2025-08-08T11:41:00,25,SHELF-048,15.66,64.29,3787
2025-08-09T21:34:00,25,SHELF-013,18.63,43.60,3879
2025-08-10T07:16:00,25,SHELF-025,26.36,47.47,3684
2025-08-11T10:26:00,25,SHELF-040,17.21,70.18,3706
2025-08-12T09:22:00,25,SHELF-019,20.71,51.67,3913
2025-08-13T21:12:00,25,SHELF-021,16.06,45.42,3921
2025-08-14T15:59:00,25,SHELF-016,10.63,66.75,3572
2025-08-15T03:50:00,25,SHELF-049,17.42,33.95,3875
2025-08-16T14:34:00,25,SHELF-005,11.79,51.56,3655
2025-08-17T04:27:00,25,SHELF-024,18.68,35.32,3802
2025-08-18T20:04:00,25,SHELF-027,26.53,49.98,3597
2025-08-19T13:48:00,25,SHELF-037,21.37,45.52,3586
2025-08-20T04:34:00,25,SHELF-003,36.97,58.06,3589
2025-08-21T08:35:00,25,SHELF-001,28.40,44.86,3532
2025-08-22T09:37:00,25,SHELF-041,27.39,48.86,3655
2025-08-23T02:41:00,25,SHELF-001,25.67,55.29,3715
2025-08-24T07:06:00,25,SHELF-041,23.56,55.79,3560
2025-08-25T13:17:00,25,SHELF-036,28.15,75.49,3819
2025-08-26T21:42:00,25,SHELF-035,22.12,41.05,3669
2025-08-27T18:38:00,25,SHELF-006,18.71,54.81,3646
2025-08-28T07:40:00,25,SHELF-023,25.69,54.10,3884
