order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
12723,2025-08-21T13:14:12,2025-08-21,976,90,Retail,CARD,,15.94,AUD
12724,2025-08-21T21:42:32,2025-08-21,556,8,Retail,PAYPAL,,14.21,AUD
12725,2025-08-21T14:46:33,2025-08-21,781,58,Retail,AFTERPAY,COUPON810,8.46,AUD
12726,2025-08-21T07:25:58,2025-08-21,602,13,Retail,CASH,,15.44,AUD
12727,2025-08-21T18:08:42,2025-08-21,579,65,Retail,CASH,,2.74,AUD
12728,2025-08-21T01:00:31,2025-08-21,140,82,Retail,PAYPAL,,4.74,AUD
12729,2025-08-21T22:11:20,2025-08-21,679,34,Retail,CASH,,16.78,AUD
12730,2025-08-21T18:13:10,2025-08-21,318,28,Retail,PAYPAL,,13.04,AUD
12731,2025-08-21T00:48:09,2025-08-21,999,86,Retail,PAYPAL,,19.18,AUD
12732,2025-08-21T22:44:10,2025-08-21,546,28,Retail,CARD,,7.18,AUD
12733,2025-08-21T15:57:08,2025-08-21,526,16,Retail,PAYPAL,,19.10,AUD
12734,2025-08-21T21:09:22,2025-08-21,108,87,Retail,CARD,COUPON849,9.60,AUD
12735,2025-08-21T12:52:19,2025-08-21,1030,22,Retail,PAYPAL,,7.39,AUD
12736,2025-08-21T13:50:12,2025-08-21,863,30,Retail,PAYPAL,COUPON382,17.84,AUD
12737,2025-08-21T21:22:37,2025-08-21,564,18,Retail,PAYPAL,,4.42,AUD
12738,2025-08-21T01:26:40,2025-08-21,269,22,Retail,CARD,COUPON679,13.88,AUD
12739,2025-08-21T13:47:50,2025-08-21,295,98,Retail,AFTERPAY,,17.97,AUD
12740,2025-08-21T13:57:06,2025-08-21,638,67,Retail,CASH,,19.14,AUD
12741,2025-08-21T18:09:27,2025-08-21,842,25,Retail,CARD,,13.27,AUD
12742,2025-08-21T23:02:11,2025-08-21,377,26,Retail,CASH,,8.35,AUD
12743,2025-08-21T19:26:36,2025-08-21,837,32,Retail,CARD,,2.68,AUD
12744,2025-08-21T14:33:43,2025-08-21,636,63,Retail,CARD,,14.21,AUD
12745,2025-08-21T14:52:14,2025-08-21,394,63,Retail,CASH,COUPON425,11.29,AUD
12746,2025-08-21T10:44:18,2025-08-21,1095,18,Retail,PAYPAL,,13.54,AUD
12747,2025-08-21T16:47:14,2025-08-21,1154,42,Retail,PAYPAL,,14.00,AUD
12748,2025-08-21T19:15:27,2025-08-21,932,24,Retail,CASH,,6.07,AUD
12749,2025-08-21T23:13:54,2025-08-21,1291,58,Retail,CARD,,9.07,AUD
12750,2025-08-21T01:41:33,2025-08-21,704,66,Retail,CASH,,14.01,AUD
12751,2025-08-21T01:44:29,2025-08-21,1437,76,Retail,AFTERPAY,,8.84,AUD
12752,2025-08-21T22:10:58,2025-08-21,222,96,Retail,AFTERPAY,,14.26,AUD
12753,2025-08-21T23:13:23,2025-08-21,762,83,Retail,PAYPAL,COUPON907,8.02,AUD
12754,2025-08-21T13:34:52,2025-08-21,19,73,Retail,AFTERPAY,,18.35,AUD
12755,2025-08-21T05:23:12,2025-08-21,1377,5,Retail,AFTERPAY,,5.04,AUD
12756,2025-08-21T02:07:32,2025-08-21,1418,38,Retail,PAYPAL,,22.99,AUD
12757,2025-08-21T07:52:12,2025-08-21,445,83,Retail,AFTERPAY,,17.31,AUD
12758,2025-08-21T23:50:51,2025-08-21,760,41,Retail,CARD,,9.99,AUD
12759,2025-08-21T19:54:51,2025-08-21,488,90,Retail,CARD,,11.09,AUD
12760,2025-08-21T22:38:49,2025-08-21,1413,94,Retail,CARD,,3.73,AUD
12761,2025-08-21T18:45:54,2025-08-21,631,55,Retail,PAYPAL,,13.56,AUD
12762,2025-08-21T05:03:01,2025-08-21,238,6,Retail,PAYPAL,,15.74,AUD
12763,2025-08-21T10:40:50,2025-08-21,1293,24,Retail,AFTERPAY,,5.68,AUD
12764,2025-08-21T09:03:00,2025-08-21,1376,46,Retail,AFTERPAY,,14.94,AUD
12765,2025-08-21T01:12:44,2025-08-21,1021,11,Retail,CARD,,18.47,AUD
12766,2025-08-21T18:36:34,2025-08-21,1164,82,Retail,CASH,,19.37,AUD
12767,2025-08-21T07:38:27,2025-08-21,1086,43,Retail,CARD,,5.39,AUD
12768,2025-08-21T03:51:40,2025-08-21,1392,100,Retail,CASH,,18.21,AUD
12769,2025-08-21T06:25:57,2025-08-21,56,40,Retail,CARD,,6.16,AUD
12770,2025-08-21T10:05:52,2025-08-21,1189,16,Retail,CASH,COUPON199,15.12,AUD
12771,2025-08-21T10:06:21,2025-08-21,537,59,Retail,CASH,,5.33,AUD
12772,2025-08-21T21:47:45,2025-08-21,1554,75,Retail,CARD,,14.43,AUD
12773,2025-08-21T07:43:05,2025-08-21,771,40,Retail,CARD,,9.98,AUD
12774,2025-08-21T15:37:09,2025-08-21,1188,64,Retail,CARD,COUPON682,12.15,AUD
12775,2025-08-21T07:28:51,2025-08-21,779,33,Retail,CASH,,4.93,AUD
12776,2025-08-21T22:17:03,2025-08-21,1363,38,Retail,AFTERPAY,,12.65,AUD
12777,2025-08-21T02:01:36,2025-08-21,465,11,Retail,AFTERPAY,,15.92,AUD
12778,2025-08-21T17:03:21,2025-08-21,1077,75,Retail,CASH,,11.36,AUD
12779,2025-08-21T15:38:19,2025-08-21,91,77,Retail,AFTERPAY,,9.28,AUD
12780,2025-08-21T16:07:00,2025-08-21,1458,65,Retail,CASH,,10.08,AUD
12781,2025-08-21T14:08:22,2025-08-21,338,13,Retail,AFTERPAY,COUPON767,26.20,AUD
12782,2025-08-21T14:36:44,2025-08-21,1130,28,Retail,PAYPAL,,7.00,AUD
12783,2025-08-21T13:57:11,2025-08-21,570,89,Retail,CARD,,14.32,AUD
12784,2025-08-21T13:44:51,2025-08-21,531,34,Retail,CASH,COUPON892,19.04,AUD
12785,2025-08-21T00:20:47,2025-08-21,1470,71,Retail,AFTERPAY,,12.50,AUD
12786,2025-08-21T22:38:52,2025-08-21,9999999999,37,Retail,CARD,COUPON328,14.61,AUD
12787,2025-08-21T09:48:54,2025-08-21,568,24,Retail,CARD,,16.95,AUD
12788,2025-08-21T18:48:58,2025-08-21,1265,9,Retail,AFTERPAY,,14.22,AUD
12789,2025-08-21T17:34:04,2025-08-21,664,34,Retail,AFTERPAY,COUPON221,19.83,AUD
12790,2025-08-21T22:56:49,2025-08-21,1473,13,Retail,AFTERPAY,,11.20,AUD
