sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T05:44:00,81,SHELF-016,23.72,58.08,3812
2025-08-02T23:55:00,81,SHELF-006,25.02,66.15,3557
2025-08-03T01:39:00,81,SHELF-003,22.36,62.41,3592
2025-08-04T01:02:00,81,SHELF-034,22.36,55.94,3768
2025-08-05T19:50:00,81,SHELF-017,19.62,63.16,3596
2025-08-06T06:38:00,81,SHELF-050,27.13,66.90,3448
2025-08-07T00:27:00,81,SHELF-027,28.26,51.73,4172
2025-08-08T15:33:00,81,SHELF-049,22.90,63.06,3754
2025-08-09T05:33:00,81,SHELF-023,22.64,42.59,3619
2025-08-10T09:51:00,81,SHELF-031,20.48,52.93,3830
2025-08-11T07:32:00,81,SHELF-047,16.79,62.62,3748
2025-08-12T11:38:00,81,SHELF-046,15.24,45.73,3577
2025-08-13T02:56:00,81,SHELF-005,22.62,58.86,3679
2025-08-14T16:05:00,81,SHELF-032,19.23,39.64,3434
2025-08-15T02:14:00,81,SHELF-002,19.35,66.26,3706
2025-08-16T06:48:00,81,SHELF-011,35.94,53.62,3459
2025-08-17T01:33:00,81,SHELF-009,21.32,72.61,3675
2025-08-18T07:31:00,81,SHELF-043,18.91,56.12,3738
2025-08-19T22:43:00,81,SHELF-016,19.39,65.54,3599
2025-08-20T05:56:00,81,SHELF-008,26.39,62.27,3890
2025-08-21T23:14:00,81,SHELF-031,26.15,73.54,3608
2025-08-22T02:53:00,81,SHELF-018,21.70,57.90,3942
2025-08-23T19:59:00,81,SHELF-024,13.05,70.79,3763
2025-08-24T01:28:00,81,SHELF-022,21.67,65.93,3929
2025-08-25T19:32:00,81,SHELF-029,21.84,49.30,3884
2025-08-26T10:17:00,81,SHELF-007,22.47,78.05,3695
2025-08-27T00:42:00,81,SHELF-004,19.10,46.61,3776
2025-08-28T04:48:00,81,SHELF-023,24.18,51.52,3673
