order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
9996,1,419,3,9.9135,0.3627,0.0162
9996,2,230,4,15.8458,0.2066,0.0819
9996,3,111,5,5.6440,0.1727,0.0257
9996,4,269,1,8.7873,0.1991,0.1352
9997,1,68,1,3.8963,0.2033,0.1396
9997,2,46,2,8.7273,0.3027,0.1831
9998,1,413,3,8.5112,0.0494,0.0910
9998,2,367,4,10.3119,0.0168,0.1324
9998,3,387,1,6.5745,0.3614,0.0361
9999,1,360,1,19.4563,0.4049,0.0844
9999,2,449,1,5.1780,0.1597,0.1823
10000,1,275,3,6.2057,0.1391,0.1561
10000,2,36,5,3.6585,0.1760,0.1574
10001,1,59,4,5.4809,0.0340,0.1097
10001,2,210,1,8.8608,0.1196,0.1093
10002,1,274,3,16.4229,0.1500,0.0643
10002,2,378,5,19.7958,0.1487,0.0565
10002,3,300,3,10.2850,0.1405,0.2531
10002,4,252,2,3.6815,0.2079,0.0911
10003,1,136,3,13.4514,0.0577,0.0180
10003,2,345,1,7.5601,0.2287,0.1324
10003,3,249,3,9.1666,0.0089,0.0706
10003,4,72,1,18.3399,0.1529,0.0354
10004,1,378,1,5.9198,0.2169,0.1152
10004,2,181,4,19.7332,0.0567,0.0401
10005,1,172,4,19.6223,0.4241,0.0033
10005,2,131,5,6.0527,0.1384,0.1271
10005,3,319,1,8.0948,0.1359,0.1409
10006,1,273,4,11.1184,0.2227,0.0234
10006,2,19,4,16.0781,0.0590,0.1242
10006,3,91,2,3.5055,0.0883,0.0583
10006,4,240,1,21.4345,0.1679,0.1397
10007,1,415,1,8.4983,0.2391,0.2454
10007,2,417,5,16.0323,0.2289,0.0938
10008,1,119,1,6.1073,0.4524,0.0157
10008,2,171,2,9.8665,0.0619,0.0355
10009,1,139,3,6.6446,0.0868,0.0574
10009,2,287,2,9.2141,0.0877,0.1078
10009,3,93,3,11.5561,0.3020,0.0493
10009,4,311,1,6.3348,0.0721,0.2354
10010,1,73,2,8.5105,0.2665,0.1504
10010,2,296,5,25.9381,0.1604,0.0531
10010,3,467,5,7.1385,0.2832,0.0704
10010,4,278,1,19.0730,0.2847,0.2753
10010,5,13,3,3.6636,0.3179,0.0762
10011,1,226,2,6.9151,0.2897,0.0345
10011,2,482,1,10.2677,0.1596,0.1633
10011,3,257,2,13.8772,0.0842,0.1280
10011,4,400,1,12.7900,0.1804,0.0232
10011,5,201,1,10.0590,0.1532,0.1380
10012,1,287,3,7.9850,0.2547,0.0840
10012,2,413,5,15.5020,0.2812,0.0708
10012,3,481,3,6.2798,0.1948,0.1099
10012,4,219,5,9.9571,0.4623,0.1742
