sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T04:08:00,31,SHELF-031,22.66,64.11,3544
2025-08-02T14:19:00,31,SHELF-012,24.17,43.48,3479
2025-08-03T05:16:00,31,SHELF-014,24.29,47.68,3669
2025-08-04T19:29:00,31,SHELF-019,12.80,50.34,3707
2025-08-05T21:22:00,31,SHELF-017,7.71,53.41,3740
2025-08-06T07:35:00,31,SHELF-037,22.43,45.03,3935
2025-08-07T11:28:00,31,SHELF-020,25.39,53.27,3678
2025-08-08T01:12:00,31,SHELF-016,30.12,51.13,3839
2025-08-09T13:55:00,31,SHELF-007,20.04,54.22,3461
2025-08-10T19:53:00,31,SHELF-033,18.56,39.89,3649
2025-08-11T17:16:00,31,SHELF-003,23.65,38.00,3560
2025-08-12T01:18:00,31,SHELF-023,-50.00,36.86,3784
2025-08-13T07:34:00,31,SHELF-043,30.14,49.50,3614
2025-08-14T19:37:00,31,SHELF-022,22.99,46.94,3842
2025-08-15T08:16:00,31,SHELF-013,28.24,48.20,3832
2025-08-16T11:12:00,31,SHELF-021,30.19,63.54,3808
2025-08-17T00:12:00,31,SHELF-028,20.60,56.57,3860
2025-08-18T07:11:00,31,SHELF-001,19.11,57.23,3873
2025-08-19T07:34:00,31,SHELF-009,16.45,53.55,3743
2025-08-20T09:15:00,31,SHELF-037,31.84,58.75,3733
2025-08-21T20:47:00,31,SHELF-013,31.06,44.24,3790
2025-08-22T19:14:00,31,SHELF-015,22.39,57.07,3845
2025-08-23T00:04:00,31,SHELF-047,23.63,66.99,3460
2025-08-24T02:26:00,31,SHELF-037,25.10,41.08,3616
2025-08-25T06:27:00,31,SHELF-003,24.41,48.41,3695
2025-08-26T08:15:00,31,SHELF-033,18.97,50.24,3451
2025-08-27T00:30:00,31,SHELF-023,23.95,60.89,3694
2025-08-28T02:50:00,31,SHELF-045,31.97,70.94,3565
