order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
1,2025-08-07T04:04:08,2025-08-07,1441,94,Retail,CARD,,9.14,AUD
2,2025-08-07T22:29:39,2025-08-07,1080,39,Retail,CASH,,17.39,AUD
3,2025-08-07T18:57:51,2025-08-07,183,22,Retail,AFTERPAY,,17.31,AUD
4,2025-08-07T17:46:07,2025-08-07,796,60,Retail,CASH,COUPON270,4.22,AUD
5,2025-08-07T15:38:51,2025-08-07,1056,31,Retail,PAYPAL,,13.01,AUD
6,2025-08-07T07:50:27,2025-08-07,1073,85,Retail,PAYPAL,,5.05,AUD
7,2025-08-07T17:55:56,2025-08-07,1248,35,Retail,CARD,COUPON152,4.99,AUD
8,2025-08-07T08:09:21,2025-08-07,159,98,Retail,CARD,,12.17,AUD
9,2025-08-07T20:53:42,2025-08-07,86,76,Retail,CASH,COUPON813,4.96,AUD
10,2025-08-07T16:15:53,2025-08-07,437,66,Retail,PAYPAL,,13.94,AUD
11,2025-08-07T20:06:39,2025-08-07,1483,16,Retail,PAYPAL,,10.93,AUD
12,2025-08-07T22:32:56,2025-08-07,772,13,Retail,AFTERPAY,,9.12,AUD
13,2025-08-07T15:44:42,2025-08-07,1252,49,Retail,AFTERPAY,,9.78,AUD
14,2025-08-07T21:57:48,2025-08-07,405,62,Retail,CASH,,18.12,AUD
15,2025-08-07T03:53:12,2025-08-07,243,83,Retail,CARD,COUPON848,16.30,AUD
16,2025-08-07T14:24:04,2025-08-07,578,9999999998,Retail,PAYPAL,,15.60,AUD
17,2025-08-07T19:00:03,2025-08-07,1313,34,Retail,AFTERPAY,,20.15,AUD
18,2025-08-07T01:03:19,2025-08-07,1255,77,Retail,AFTERPAY,,11.74,AUD
19,2025-08-07T21:27:30,2025-08-07,804,50,Retail,CARD,,4.19,AUD
20,2025-08-07T00:49:32,2025-08-07,759,89,Retail,CASH,COUPON195,11.59,AUD
21,2025-08-07T06:02:15,2025-08-07,1351,85,Retail,AFTERPAY,,5.90,AUD
22,2025-08-07T01:37:07,2025-08-07,502,12,Retail,PAYPAL,,18.59,AUD
23,2025-08-07T01:37:05,2025-08-07,730,65,Retail,AFTERPAY,,10.79,AUD
24,2025-08-07T05:00:42,2025-08-07,426,9,Retail,CARD,,10.48,AUD
25,2025-08-07T05:10:43,2025-08-07,1435,40,Retail,CASH,,2.85,AUD
26,2025-08-07T02:00:02,2025-08-07,1149,72,Retail,CARD,COUPON700,13.89,AUD
27,2025-08-07T21:11:28,2025-08-07,1079,72,Retail,AFTERPAY,,16.48,AUD
28,2025-08-07T03:50:27,2025-08-07,1060,99,Retail,CARD,,14.35,AUD
29,2025-08-07T22:12:01,2025-08-07,654,26,Retail,CASH,,14.12,AUD
30,2025-08-07T12:30:13,2025-08-07,1362,50,Retail,CARD,COUPON651,8.90,AUD
31,2025-08-07T20:25:20,2025-08-07,1268,65,Retail,AFTERPAY,,4.38,AUD
32,2025-08-07T22:14:51,2025-08-07,908,35,Retail,CASH,COUPON449,8.14,AUD
33,2025-08-07T02:22:52,2025-08-07,646,96,Retail,CASH,,2.53,AUD
34,2025-08-07T01:38:06,2025-08-07,1167,68,Retail,CASH,,8.87,AUD
35,2025-08-07T03:42:28,2025-08-07,865,31,Retail,CASH,,15.01,AUD
36,2025-08-07T13:07:19,2025-08-07,1405,8,Retail,CARD,,10.91,AUD
37,2025-08-07T16:20:35,2025-08-07,1008,29,Retail,CASH,,14.96,AUD
38,2025-08-07T13:38:50,2025-08-07,1560,39,Retail,CASH,,8.92,AUD
39,2025-08-07T11:57:20,2025-08-07,961,36,Retail,AFTERPAY,,10.21,AUD
40,2025-08-07T17:45:56,2025-08-07,915,79,Retail,AFTERPAY,,13.33,AUD
