order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
2728,1,368,4,10.5236,0.0689,0.2137
2728,2,32,5,10.3014,0.0795,0.1645
2728,3,298,3,11.5119,0.1770,0.0488
2728,4,47,1,6.7578,0.0372,0.0766
2728,5,40,4,4.9843,0.0988,0.1169
2729,1,387,4,12.5295,0.1093,0.1282
2729,2,293,4,6.9112,0.2550,0.1483
2729,3,364,3,3.5764,0.1989,0.0919
2729,4,361,5,22.2930,0.3506,0.1449
2730,1,169,4,6.5093,0.0343,0.1286
2730,2,492,3,7.7783,0.1576,0.1642
2731,1,7,2,6.9857,0.1162,0.0685
2731,2,149,5,8.9927,0.1205,0.2135
2731,3,65,1,9.4349,0.0309,0.2136
2732,1,9999999997,5,8.0296,0.1926,0.0810
2732,2,360,2,6.8935,0.2197,0.0570
2732,3,116,3,7.8698,0.0679,0.0502
2732,4,368,2,8.3473,0.0983,0.0365
2732,5,418,5,9.6110,0.0748,0.1473
2733,1,376,1,20.3094,0.1125,0.0492
2733,2,134,1,8.1892,0.0259,0.1482
2733,3,272,4,9.2166,0.1730,0.1870
2733,4,300,5,11.2364,0.0710,0.0143
2734,1,121,3,12.7481,0.1205,0.1293
2734,2,129,4,30.4738,0.0917,0.0916
2735,1,9999999997,3,5.5647,0.1496,0.0419
2735,2,142,4,4.2961,0.3562,0.1066
2736,1,86,4,8.3665,0.2286,0.0749
2736,2,220,5,10.0904,0.2597,0.0091
2736,3,443,5,3.6192,0.0890,0.0223
2736,4,163,2,21.1442,0.1116,0.1255
2736,5,69,4,7.2642,0.2796,0.1414
2737,1,362,1,11.7871,0.2808,0.1919
2737,2,240,2,12.0074,0.3361,0.0387
2738,1,85,5,6.8918,0.1409,0.0760
2738,2,240,5,11.1705,0.0249,0.0491
2738,3,323,4,9.2272,0.1086,0.1296
2738,4,412,1,12.3176,0.2535,0.0079
2739,1,460,1,5.3801,0.1262,0.1151
2739,2,103,3,19.2770,0.0419,0.1331
2739,3,372,1,22.6449,0.1081,0.0185
2739,4,256,1,4.2150,0.0952,0.0942
2739,5,255,3,3.1592,0.1180,0.0956
2740,1,120,4,10.0932,0.3246,0.0642
2740,2,483,5,3.2460,0.0485,0.1271
2741,1,141,3,11.1484,0.0118,0.1253
2741,2,71,3,5.5013,0.2814,0.0767
2741,3,351,2,16.2926,0.1582,0.0853
2741,4,193,4,7.2397,0.2107,0.0307
2741,5,450,4,9.0806,0.1955,0.1378
2742,1,58,5,8.2002,0.1921,0.1945
2742,2,343,2,5.5827,0.1739,0.0820
2742,3,367,1,6.1843,0.2000,0.1038
2742,4,254,2,6.7945,0.2722,0.1273
2743,1,294,5,4.4971,0.2653,0.1304
2743,2,474,4,7.0152,0.2930,0.0305
2743,3,216,4,4.3433,0.1355,0.1458
2743,4,435,2,11.8481,0.1525,0.2377
2743,5,111,1,9.8024,0.0470,0.1729
2744,1,73,5,6.7603,0.1332,0.0378
2744,2,5,5,9.0624,0.1327,0.1756
2744,3,306,2,13.4860,0.1222,0.1892
2745,1,69,5,22.3379,0.0977,0.0456
2745,2,124,3,9.1478,0.2445,0.1980
2745,3,200,2,13.5239,0.1977,0.1543
2745,4,185,5,8.4815,0.0682,0.1158
2746,1,116,4,6.2241,0.0590,0.0065
2746,2,244,4,6.9784,0.1217,0.1394
2746,3,424,4,15.8321,0.2753,0.0918
2747,1,304,5,7.1533,0.3584,0.0562
2747,2,65,2,6.4167,0.1482,0.0680
2747,3,244,4,9.3795,0.1640,0.0502
2747,4,147,5,7.3550,0.0921,0.1958
2748,1,463,3,12.9615,0.2200,0.0277
2748,2,492,2,9.2026,0.0930,0.0495
2748,3,63,4,8.1265,0.1473,0.0781
2748,4,253,5,9.4522,0.2000,0.0460
2749,1,262,3,8.0854,0.1018,0.0526
2749,2,10,1,3.3093,0.0705,0.0388
2749,3,248,2,7.9381,0.1797,0.0690
2749,4,141,5,3.6752,0.0481,0.0933
2749,5,248,2,10.0500,0.0265,0.1189
2750,1,223,5,18.3766,0.0898,0.0872
2750,2,210,4,14.2944,0.1500,0.2355
2750,3,293,2,15.2667,0.1107,0.0707
2751,1,157,1,11.0437,0.0942,0.0510
2751,2,385,4,16.8263,0.0130,0.0580
2752,1,347,3,7.5999,0.1908,0.0446
2752,2,67,3,11.6955,0.1345,0.0821
2752,3,6,4,7.9363,0.2020,0.0230
2752,4,246,4,14.0971,0.1888,0.0754
2752,5,416,5,8.4031,0.2074,0.0894
2753,1,266,2,13.6763,0.1432,0.0686
2753,2,264,3,4.2269,0.1586,0.0697
2753,3,128,2,10.0706,0.0865,0.0700
2753,4,442,2,6.5904,0.1138,0.0837
2753,5,243,2,18.8752,0.4122,0.1660
2754,1,320,2,8.2496,0.2600,0.0641
2754,2,299,3,27.7133,0.1669,0.0633
2754,3,227,5,11.6897,0.2691,0.0989
2754,4,383,1,7.3609,0.0963,0.0477
2754,5,351,5,5.8254,0.3472,0.0787
2755,1,71,5,15.0945,0.1449,0.0588
2755,2,151,1,8.0968,0.1843,0.0666
2755,3,79,4,4.6108,0.1627,0.0969
2756,1,22,1,8.1383,0.0781,0.1154
2756,2,392,3,10.3055,0.1207,0.0596
2756,3,169,3,6.8545,0.2583,0.0399
2757,1,23,2,21.2222,0.5518,0.1507
2757,2,227,2,4.8438,0.3643,0.0658
2758,1,310,3,23.7595,0.1860,0.0468
2758,2,463,3,3.2629,0.0816,0.0425
2758,3,271,1,12.3802,0.0333,0.0270
2758,4,402,5,9.5620,0.1376,0.0227
2759,1,19,3,13.4619,0.0998,0.0413
2759,2,466,2,7.2527,0.1159,0.0345
2760,1,300,3,4.3448,0.3277,0.0413
2760,2,110,4,9.1731,0.3457,0.0504
2760,3,334,2,8.8838,0.1157,0.0225
2761,1,9999999997,1,6.9960,0.0571,0.0386
2761,2,443,4,6.9136,0.5111,0.0908
2761,3,334,5,5.3543,0.2232,0.0428
2762,1,426,1,3.9277,0.3046,0.0487
2762,2,35,1,7.3660,0.5708,0.0825
2763,1,470,5,10.7915,0.0897,0.2214
2763,2,309,2,6.6138,0.1510,0.0632
2763,3,124,5,16.1249,0.2900,0.1087
2763,4,220,2,13.2396,0.1695,0.0840
2764,1,24,4,6.7773,0.0121,0.0297
2764,2,291,3,10.2189,0.1214,0.0949
2764,3,89,2,19.2547,0.0423,0.0851
2764,4,241,4,9.3272,0.1557,0.1382
2764,5,161,3,12.7213,0.1742,0.1073
2765,1,336,3,7.0827,0.3248,0.0745
2765,2,360,3,19.3599,0.2100,0.1500
2765,3,68,1,21.9782,0.1088,0.0230
2765,4,162,1,10.3086,0.1317,0.0892
2765,5,30,2,10.1378,0.1777,0.0353
2766,1,52,2,7.0680,0.1326,0.0591
2766,2,259,4,5.5559,0.4181,0.2850
2767,1,167,2,8.1409,0.1286,0.0864
2767,2,337,3,4.3148,0.0642,0.0703
2767,3,339,5,10.6069,0.1937,0.2145
2768,1,434,2,6.8189,0.1072,0.0939
2768,2,273,3,6.9118,0.2983,0.0698
2768,3,278,5,8.0275,0.1885,0.1281
2768,4,78,2,13.2175,0.1917,0.0833
2768,5,103,2,12.7943,0.0451,0.0262
2769,1,69,5,4.6333,0.2068,0.1823
2769,2,468,1,6.8182,0.1731,0.0288
2769,3,301,1,20.0961,0.1797,0.0219
2769,4,24,3,4.9413,0.1945,0.0619
2770,1,11,1,12.5811,0.0096,0.0810
2770,2,405,5,14.2985,0.1973,0.0272
2770,3,32,1,11.1868,0.1673,0.0993
2770,4,404,4,4.9239,0.5617,0.1391
2770,5,412,2,10.3974,0.0192,0.0980
2771,1,353,1,11.4110,0.2078,0.1145
2771,2,359,4,9.7310,0.0220,0.1052
2772,1,265,4,17.9274,0.0914,0.1268
2772,2,28,1,9.3911,0.2150,0.0415
2772,3,181,4,4.6811,0.2040,0.0400
2772,4,382,1,3.2342,0.1432,0.1066
2773,1,259,1,7.8518,0.1398,0.0546
2773,2,400,3,14.5296,0.1660,0.0567
2773,3,264,5,3.9210,0.3157,0.0098
2774,1,87,5,14.9205,0.2063,0.0334
2774,2,361,2,10.9195,0.1584,0.1868
2774,3,52,5,3.9659,0.1919,0.0429
2774,4,100,4,6.6709,0.2613,0.0407
2775,1,394,3,12.7101,0.1165,0.1120
2775,2,460,2,6.5884,0.0564,0.0487
2775,3,237,2,12.7972,0.2048,0.0073
2775,4,100,4,13.6180,0.3615,0.2607
2776,1,460,4,12.3361,0.3425,0.0592
2776,2,326,1,10.8374,0.0392,0.0199
2776,3,133,2,8.0830,0.0562,0.0308
2776,4,493,5,8.3952,0.2665,0.1211
2776,5,67,5,6.8380,0.0490,0.1409
2777,1,149,3,9.5691,0.2376,0.1072
