order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
15447,1,267,3,30.1466,0.2403,0.2114
15447,2,212,1,8.8155,0.1129,0.0266
15447,3,101,3,12.3973,0.0305,0.1394
15447,4,385,3,10.6455,0.0807,0.0428
15448,1,113,5,9.7308,0.0294,0.0514
15448,2,188,5,13.7611,0.1189,0.1080
15449,1,95,2,8.6843,0.1623,0.1448
15449,2,245,1,5.7463,0.0671,0.1277
15450,1,69,4,12.6804,0.2839,0.0578
15450,2,350,4,8.3596,0.1341,0.0966
15451,1,386,5,6.0807,0.0339,0.0919
15451,2,308,1,5.7242,0.1109,0.1288
15451,3,297,5,11.0221,0.0981,0.0496
15451,4,465,4,9.2201,0.0433,0.0030
15451,5,385,3,7.9271,0.2999,0.1789
15452,1,43,3,6.5918,0.4008,0.1546
15452,2,421,4,9.7793,0.2911,0.0735
15452,3,11,2,8.2417,0.1133,0.0887
15452,4,115,1,13.2217,0.1894,0.1599
15453,1,362,3,8.9039,0.1120,0.0383
15453,2,168,2,10.4665,0.0056,0.0205
15453,3,256,3,11.8643,0.0532,0.0406
15454,1,13,5,5.2910,0.0777,0.0994
15454,2,312,2,4.4292,0.0843,0.0549
15454,3,425,4,3.5492,0.1433,0.0574
15454,4,127,5,4.2788,0.4192,0.0537
15455,1,118,3,5.9785,0.1448,0.0448
15455,2,101,1,10.8655,0.1071,0.0532
15455,3,88,3,9.9407,0.1211,0.2274
15456,1,30,2,8.9506,0.0541,0.1390
15456,2,322,3,18.4116,0.2039,0.0535
15456,3,12,5,15.9807,0.1045,0.0855
15456,4,390,2,8.4580,0.3019,0.2788
15456,5,61,5,13.9094,0.2678,0.1015
15457,1,122,4,12.0370,0.4181,0.0797
15457,2,298,2,12.3587,0.2186,0.0703
15457,3,313,1,13.4079,0.1387,0.0671
15457,4,255,3,9.1715,0.0991,0.0536
15457,5,230,2,9.3895,0.2875,0.0544
15458,1,486,5,12.8111,0.1869,0.1664
15458,2,132,3,12.0010,0.4521,0.1346
15458,3,109,4,18.4962,0.2053,0.0731
15458,4,159,2,13.3674,0.1808,0.0307
15458,5,337,4,6.1544,0.0201,0.1063
15459,1,263,2,11.5286,0.2265,0.0988
15459,2,225,5,8.2937,0.0252,0.1151
15459,3,172,2,4.6879,0.0526,0.0377
