order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
12723,1,22,5,6.0170,0.4389,0.2061
12723,2,397,2,8.6323,0.1704,0.0654
12723,3,309,4,4.0601,0.2101,0.0927
12723,4,101,3,10.3211,0.1785,0.0289
12723,5,495,4,23.0816,0.0222,0.2718
12724,1,402,4,4.3403,0.1582,0.1111
12724,2,254,2,7.4412,0.0434,0.0740
12724,3,114,2,7.8437,0.1272,0.1241
12724,4,435,4,7.4003,0.2056,0.1539
12725,1,35,2,5.6237,0.0991,0.0379
12725,2,98,4,11.4661,0.0906,0.1924
12725,3,334,5,31.7670,0.1389,0.0706
12725,4,473,4,14.9335,0.1045,0.0435
12726,1,327,2,6.6497,0.1168,0.2203
12726,2,12,5,8.6288,0.1688,0.0645
12727,1,434,3,5.4954,0.1481,0.0213
12727,2,81,4,12.4190,0.1624,0.0818
12728,1,355,1,12.0987,0.2265,0.1142
12728,2,488,4,7.6485,0.5610,0.1000
12728,3,366,1,7.1269,0.1783,0.1555
12729,1,316,1,17.9706,0.1699,0.0956
12729,2,278,3,10.6252,0.0789,0.1310
12729,3,242,2,10.1354,0.0928,0.0648
12729,4,484,2,4.1382,0.1496,0.1331
12729,5,53,1,5.5836,0.3158,0.1670
12730,1,245,2,5.5172,0.2388,0.1071
12730,2,156,5,10.4600,0.2688,0.0260
12731,1,77,2,8.6013,0.2277,0.0470
12731,2,47,5,6.9227,0.1732,0.0627
12731,3,3,3,11.6849,0.2216,0.0945
12732,1,464,2,20.2459,0.2442,0.1730
12732,2,88,3,10.5577,0.0778,0.0492
12733,1,498,1,5.6517,0.0143,0.0393
12733,2,476,2,7.9663,0.3040,0.1321
12734,1,381,4,11.5377,0.1819,0.0280
12734,2,235,2,14.5883,0.2026,0.1221
12735,1,61,4,11.7234,0.0471,0.1266
12735,2,13,1,20.5906,0.1664,0.1160
12735,3,351,2,6.3502,0.1625,0.1774
12735,4,286,1,6.2999,0.1479,0.1594
12735,5,34,5,6.3909,0.2181,0.0168
12736,1,348,4,8.8853,0.0181,0.0765
12736,2,206,4,8.6737,0.1663,0.0655
12736,3,118,5,9.7118,0.0728,0.0881
12737,1,194,1,11.6880,0.0443,0.1050
12737,2,262,3,12.7669,0.1479,0.0118
12738,1,248,2,4.8074,0.0575,0.0597
12738,2,473,5,3.0994,0.3039,0.1350
12738,3,387,1,18.4835,0.2298,0.0322
12738,4,284,4,11.1088,0.1538,0.0323
12738,5,56,2,17.0329,0.3117,0.0339
12739,1,347,4,6.6586,0.1283,0.1259
12739,2,316,4,4.7274,0.0118,0.1536
12739,3,431,2,12.0651,0.3673,0.0922
12739,4,36,1,5.4178,0.1452,0.0868
12739,5,497,2,7.0036,0.1779,0.1212
12740,1,292,2,15.8534,0.1480,0.1160
12740,2,285,3,3.4896,0.1423,0.0959
12740,3,256,5,15.4179,0.0319,0.0253
12740,4,98,4,26.4138,0.2009,0.0655
12740,5,144,3,13.4878,0.2660,0.1742
12741,1,414,3,9.7771,0.0909,0.0469
12741,2,442,2,8.3390,0.0307,0.0360
12741,3,173,2,21.1925,0.0350,0.0722
12741,4,76,2,11.8123,0.0940,0.0949
12741,5,433,4,4.7888,0.0998,0.0655
12742,1,425,4,28.1035,0.0735,0.0610
12742,2,239,3,17.8793,0.2417,0.0237
12742,3,304,4,20.5948,0.0597,0.0862
12742,4,205,4,5.9248,0.0316,0.0263
12743,1,60,3,5.6805,0.1325,0.2171
12743,2,299,4,7.4919,0.1855,0.1836
12743,3,225,5,13.2243,0.1360,0.0625
12743,4,283,5,10.7090,0.1416,0.1027
12743,5,191,4,3.4689,0.2905,0.0661
12744,1,78,4,9.3713,0.0567,0.0807
12744,2,251,5,6.7289,0.1359,0.1531
12744,3,12,4,22.1381,0.2511,0.1599
12745,1,381,4,8.1279,0.0922,0.0465
12745,2,273,3,4.5829,0.2755,0.1048
12745,3,28,5,12.5211,0.2609,0.0837
12745,4,384,4,5.8434,0.3405,0.0827
12746,1,267,3,12.1172,0.1333,0.0259
12746,2,428,2,8.4990,0.2078,0.1299
12746,3,413,4,11.8863,0.0683,0.1117
12746,4,234,5,11.6673,0.3458,0.0365
12746,5,314,1,35.5170,0.3780,0.0611
12747,1,224,4,7.2084,0.0750,0.1716
12747,2,169,1,9.2004,0.0941,0.0642
12747,3,494,5,7.8318,0.0173,0.0989
12747,4,63,3,6.9827,0.1152,0.0226
12748,1,161,5,7.4620,0.4832,0.1761
12748,2,9999999997,2,6.6085,0.3929,0.0593
12748,3,214,2,7.4126,0.2216,0.0648
12748,4,418,3,5.8759,0.1258,0.0260
12748,5,162,3,8.4281,0.0433,0.0512
12749,1,202,1,13.7670,0.2910,0.1321
12749,2,25,5,5.3419,0.1401,0.0198
12750,1,197,3,9.6700,0.1448,0.1025
12750,2,94,2,13.3984,0.2356,0.1658
12750,3,437,4,16.7700,0.0547,0.0632
12751,1,76,4,6.6393,0.3249,0.0575
12751,2,420,1,16.9640,0.2626,0.1487
12752,1,111,2,10.0439,0.1079,0.0516
12752,2,121,2,19.6800,0.1540,0.1242
12752,3,375,3,17.1115,0.2938,0.0764
12752,4,198,4,16.3105,0.2207,0.0607
12753,1,287,3,3.6931,0.1906,0.1202
12753,2,467,5,11.6170,0.1867,0.0433
12753,3,472,1,8.6334,0.3200,0.0974
12754,1,434,4,7.6989,0.2063,0.1009
12754,2,228,4,10.5539,0.0799,0.0321
12754,3,194,3,10.7580,0.2441,0.0138
12754,4,454,3,8.8402,0.0640,0.0201
12755,1,337,1,14.1339,0.1385,0.0473
12755,2,429,1,9.9321,0.2151,0.1089
12756,1,112,1,4.8868,0.1196,0.0219
12756,2,146,1,5.0993,0.0185,0.0237
12756,3,455,3,2.6661,0.2038,0.1138
12757,1,119,3,11.8313,0.0963,0.0959
12757,2,20,2,8.1949,0.2242,0.1317
12758,1,396,3,4.6781,0.0755,0.0363
12758,2,94,5,13.1490,0.0436,0.1072
12758,3,361,5,10.4913,0.1077,0.1061
12758,4,317,4,9.4780,0.1117,0.1007
12758,5,318,4,8.0583,0.1212,0.0380
12759,1,350,5,8.9599,0.3036,0.0433
12759,2,349,4,10.6549,0.0868,0.0196
12760,1,17,4,9.5445,0.0782,0.0424
12760,2,36,2,6.1152,0.2280,0.1145
12761,1,454,5,6.1168,0.0860,0.0705
12761,2,438,1,8.3130,0.0801,0.1115
12761,3,49,2,9.6786,0.3232,0.0607
12761,4,183,3,9.9939,0.1576,0.0169
12762,1,409,2,17.3524,0.0378,0.0562
12762,2,264,4,13.2689,0.1721,0.0436
12762,3,9999999997,3,8.9002,0.2134,0.1972
12762,4,346,4,5.7474,0.2257,0.0978
12762,5,482,5,6.2842,0.1109,0.0721
12763,1,383,4,8.6321,0.0924,0.1367
12763,2,250,4,18.4235,0.4818,0.0508
12764,1,198,5,26.6361,0.2906,0.1443
12764,2,113,3,6.6435,0.0808,0.0912
12764,3,89,4,9.3910,0.1878,0.1223
12765,1,165,3,4.2775,0.1862,0.1165
12765,2,377,3,6.9302,0.0346,0.0875
12765,3,494,5,14.6612,0.1286,0.0623
12765,4,453,3,12.3300,0.3519,0.0389
12765,5,394,4,7.3093,0.3376,0.1186
12766,1,5,5,5.6104,0.3055,0.0456
12766,2,150,5,16.8623,0.0888,0.0409
12766,3,277,3,6.9784,0.1026,0.2724
12766,4,478,3,17.8392,0.0870,0.1607
12766,5,117,2,3.0109,0.3055,0.1977
12767,1,322,2,5.6801,0.0960,0.0565
12767,2,440,2,8.0114,0.1186,0.0082
12767,3,157,3,3.4102,0.1597,0.0205
12767,4,186,1,15.2314,0.4644,0.0576
12768,1,408,4,8.6431,0.1108,0.1055
12768,2,33,4,9.0401,0.1621,0.1587
12768,3,471,3,4.8694,0.2125,0.1969
12768,4,415,2,8.2092,0.1267,0.0316
12768,5,498,1,15.3851,0.4333,0.1116
12769,1,282,2,10.0741,0.1827,0.1307
12769,2,296,5,6.1894,0.0914,0.0738
12769,3,290,1,2.5701,0.1450,0.1492
12769,4,451,3,18.4236,0.1867,0.0525
12770,1,452,5,7.4668,0.1070,0.0808
12770,2,82,4,8.1493,0.0253,0.1029
12770,3,328,5,3.2139,0.1794,0.2602
12770,4,210,3,9.0404,0.0983,0.1488
12770,5,292,1,16.9450,0.1570,0.0620
12771,1,427,5,4.1284,0.1046,0.0579
12771,2,338,4,12.6158,0.1125,0.0076
12772,1,331,2,8.4115,0.1421,0.0346
12772,2,68,2,33.4318,0.0803,0.0855
12772,3,18,3,4.3244,0.1552,0.2429
12772,4,9999999997,5,7.3109,0.1849,0.0629
12772,5,381,3,11.8792,0.0318,0.0485
12773,1,336,3,5.3487,0.0296,0.1459
12773,2,120,1,7.5017,0.1064,0.0630
12773,3,302,3,8.5530,0.1822,0.0199
12773,4,11,2,7.8081,0.1458,0.1218
12773,5,362,2,7.3822,0.5738,0.1373
12774,1,239,4,4.0544,0.3855,0.2538
12774,2,229,2,15.0243,0.1973,0.1205
12774,3,439,4,12.1278,0.1226,0.0292
12774,4,95,2,7.2369,0.0173,0.0739
12775,1,283,3,10.7001,0.3238,0.0795
12775,2,237,1,16.8220,0.0989,0.1452
12775,3,242,5,11.4141,0.1990,0.0050
12775,4,236,4,7.5034,0.1123,0.0364
12776,1,202,3,11.0906,0.1197,0.1197
12776,2,352,1,5.3011,0.2425,0.1127
12777,1,190,4,12.9511,0.1018,0.1059
12777,2,482,1,9.6036,0.0435,0.0505
12777,3,50,1,14.6405,0.1595,0.0425
12778,1,443,1,9.6757,0.1905,0.0145
12778,2,471,3,5.7878,0.1531,0.0539
12778,3,386,1,10.6972,0.1079,0.0231
12778,4,297,3,5.4655,0.0174,0.0591
12779,1,83,5,19.8488,0.3881,0.0745
12779,2,374,2,7.7351,0.3008,0.0625
12779,3,314,4,9.1116,0.0406,0.0820
12780,1,284,5,7.3522,0.2587,0.0713
12780,2,202,2,16.0802,0.1360,0.1127
12780,3,391,3,3.8901,0.0635,0.0580
12781,1,397,3,6.8068,0.1003,0.0931
12781,2,486,4,4.8794,0.0312,0.0190
12781,3,32,2,8.5585,0.1057,0.1480
12782,1,232,3,5.9818,0.0188,0.0463
12782,2,351,2,13.7655,0.2428,0.1144
12783,1,225,4,4.3028,0.3536,0.0388
12783,2,468,1,5.4686,0.1436,0.1103
12783,3,221,1,6.2989,0.1373,0.0759
12783,4,77,3,10.9883,0.1077,0.1092
12784,1,13,1,14.2516,0.2420,0.1461
12784,2,377,5,16.8866,0.0613,0.1319
12785,1,251,2,4.3786,0.3783,0.1003
12785,2,327,2,4.9895,0.1633,0.0660
12785,3,461,2,5.1252,0.0749,0.1201
12785,4,452,1,4.9168,0.0720,0.0945
12785,5,427,4,7.4179,0.1590,0.1165
12786,1,267,3,28.5136,0.1498,0.1378
12786,2,313,5,12.2337,0.0174,0.1031
12787,1,384,4,6.6323,0.0604,0.1243
12787,2,491,4,3.8780,0.2667,0.0431
12788,1,137,4,4.3843,0.0165,0.1468
12788,2,412,5,11.0071,0.1655,0.0497
12788,3,121,1,13.6031,0.0907,0.0557
12788,4,469,5,5.7372,0.2213,0.0793
12789,1,351,5,7.0179,0.1600,0.1183
12789,2,100,2,6.6813,0.1621,0.0866
12789,3,2,2,1.9808,0.1211,0.2469
12790,1,122,3,14.8145,0.0507,0.2063
12790,2,275,3,5.3315,0.1810,0.1310
12791,1,376,1,8.9031,0.0355,0.0283
12791,2,261,4,4.8429,0.3551,0.0596
12792,1,54,5,12.1396,0.1063,0.0316
12792,2,111,2,10.8923,0.1612,0.0784
12793,1,14,4,7.3888,0.0591,0.2127
12793,2,353,2,10.0670,0.2739,0.0293
12794,1,487,1,10.8698,0.1890,0.0261
12794,2,146,2,13.5608,0.0677,0.0163
12794,3,12,3,3.9586,0.4001,0.1009
12794,4,314,5,4.3550,0.2665,0.0327
12794,5,385,2,5.8480,0.1511,0.0997
12795,1,264,4,13.0789,0.1622,0.0797
12795,2,406,2,7.5468,0.1649,0.1005
12795,3,248,5,7.0299,0.1058,0.0448
12795,4,176,2,16.6748,0.1433,0.0337
12795,5,205,3,7.1023,0.1245,0.1144
12796,1,224,3,11.0044,0.3846,0.0246
12796,2,499,2,5.4576,0.0348,0.2412
12796,3,24,3,5.4967,0.2232,0.0959
12796,4,240,4,6.0525,0.1611,0.0364
12796,5,141,4,11.6625,0.1396,0.0380
12797,1,75,1,3.7305,0.2250,0.0235
12797,2,392,4,8.3894,0.2405,0.0841
12797,3,455,4,12.7972,0.3811,0.0983
12798,1,245,3,17.9577,0.3066,0.0709
12798,2,422,1,19.7957,0.0805,0.0473
12798,3,393,5,5.7920,0.1423,0.0939
12799,1,425,4,17.2535,0.1101,0.1463
12799,2,19,1,7.4812,0.1471,0.0563
12799,3,448,2,12.1310,0.1908,0.1734
12799,4,334,1,16.1496,0.0619,0.0352
12800,1,283,3,7.3267,0.2945,0.2368
12800,2,316,2,4.0123,0.1227,0.0160
12800,3,436,5,10.5131,0.0900,0.0771
12801,1,46,5,11.5930,0.1643,0.0362
12801,2,181,3,7.7426,0.2573,0.0469
12802,1,469,5,8.6611,0.2437,0.2037
12802,2,73,5,6.3893,0.0671,0.0422
12802,3,296,2,5.6093,0.2673,0.0523
12802,4,438,2,22.8204,0.1029,0.0316
