sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T13:57:00,56,SHELF-019,25.51,51.13,3642
2025-08-02T07:54:00,56,SHELF-045,16.98,61.42,3723
2025-08-03T10:44:00,56,SHELF-006,17.93,62.10,3837
2025-08-04T19:53:00,56,SHELF-043,31.07,63.21,3756
2025-08-05T23:45:00,56,SHELF-014,19.40,62.67,3645
2025-08-06T18:54:00,56,SHELF-026,23.00,36.22,3660
2025-08-07T07:34:00,56,SHELF-006,22.15,61.90,3883
2025-08-08T05:31:00,56,SHELF-007,9.46,57.90,3655
2025-08-09T18:45:00,56,SHELF-012,22.12,60.85,3729
2025-08-10T16:59:00,56,SHELF-032,23.13,42.00,3772
2025-08-11T16:02:00,56,SHELF-040,19.67,46.13,3846
2025-08-12T17:32:00,56,SHELF-018,27.41,68.43,3495
2025-08-13T07:34:00,56,SHELF-033,14.35,53.35,3697
2025-08-14T18:34:00,56,SHELF-046,23.50,68.43,3776
2025-08-15T00:41:00,56,SHELF-040,25.59,46.65,3665
2025-08-16T11:25:00,56,SHELF-018,19.78,59.07,3507
2025-08-17T11:29:00,56,SHELF-043,28.47,58.97,3360
2025-08-18T06:50:00,56,SHELF-025,18.52,52.08,3618
2025-08-19T10:33:00,56,SHELF-007,9.94,54.22,3945
2025-08-20T22:27:00,56,SHELF-018,28.88,57.72,3828
2025-08-21T07:04:00,56,SHELF-035,20.94,51.92,3713
2025-08-22T08:16:00,56,SHELF-029,25.42,60.36,3702
2025-08-23T16:14:00,56,SHELF-038,20.20,45.02,3531
2025-08-24T10:59:00,56,SHELF-040,27.46,55.32,3542
2025-08-25T16:24:00,56,SHELF-013,25.36,47.27,3938
2025-08-26T11:47:00,56,SHELF-021,20.74,54.28,3693
2025-08-27T08:36:00,56,SHELF-005,18.35,47.69,3566
2025-08-28T10:27:00,56,SHELF-017,13.66,66.30,3683
