sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T11:44:00,22,SHELF-024,20.65,54.16,3779
2025-08-02T09:05:00,22,SHELF-015,14.54,59.33,3723
2025-08-03T14:52:00,22,SHELF-046,14.38,52.10,3495
2025-08-04T03:35:00,22,SHELF-046,31.51,61.92,3732
2025-08-05T03:11:00,22,SHELF-023,24.05,62.92,3863
2025-08-06T07:51:00,22,SHELF-038,24.96,52.96,3669
2025-08-07T17:42:00,22,SHELF-005,22.52,42.04,3840
2025-08-08T03:46:00,22,SHELF-048,22.63,27.68,3630
2025-08-09T12:30:00,22,SHELF-019,15.63,60.45,3924
2025-08-10T15:34:00,22,SHELF-033,24.26,60.44,3564
2025-08-11T10:35:00,22,SHELF-035,18.16,45.79,3686
2025-08-12T04:09:00,22,SHELF-046,15.89,46.17,3818
2025-08-13T13:59:00,22,SHELF-015,31.74,65.58,3597
2025-08-14T17:30:00,22,SHELF-011,28.17,41.66,3702
2025-08-15T12:12:00,22,SHELF-049,27.75,58.39,3745
2025-08-16T16:09:00,22,SHELF-002,28.72,45.63,3883
2025-08-17T09:59:00,22,SHELF-023,28.22,54.21,3693
2025-08-18T19:13:00,22,SHELF-037,23.08,57.96,3647
2025-08-19T14:38:00,22,SHELF-008,23.76,61.48,3476
2025-08-20T21:34:00,22,SHELF-006,20.29,53.23,3822
2025-08-21T16:00:00,22,SHELF-001,28.49,48.14,3679
2025-08-22T05:47:00,22,SHELF-036,21.21,60.79,3588
2025-08-23T10:55:00,22,SHELF-025,26.42,78.27,3547
2025-08-24T15:11:00,22,SHELF-036,18.36,48.36,3553
2025-08-25T09:46:00,22,SHELF-025,23.18,58.82,3419
2025-08-26T02:21:00,22,SHELF-030,28.86,58.78,3539
2025-08-27T17:34:00,22,SHELF-041,25.83,52.88,3554
2025-08-28T08:31:00,22,SHELF-050,21.39,54.09,3697
