sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T17:01:00,59,SHELF-037,15.13,57.58,3697
2025-08-02T16:56:00,59,SHELF-026,23.00,38.32,3817
2025-08-03T11:43:00,59,SHELF-034,18.99,51.10,3487
2025-08-04T20:23:00,59,SHELF-040,17.75,39.43,3657
2025-08-05T05:35:00,59,SHELF-020,32.84,42.68,3784
2025-08-06T15:25:00,59,SHELF-036,17.16,48.26,3625
2025-08-07T06:59:00,59,SHELF-019,23.14,67.40,3728
2025-08-08T13:27:00,59,SHELF-005,23.34,40.55,3719
2025-08-09T22:57:00,59,SHELF-001,19.00,58.83,3704
2025-08-10T15:46:00,59,SHELF-012,21.22,59.53,3793
2025-08-11T09:40:00,59,SHELF-034,23.99,47.15,3699
2025-08-12T16:32:00,59,SHELF-042,18.16,40.83,4051
2025-08-13T05:22:00,59,SHELF-044,21.45,57.86,3708
2025-08-14T16:36:00,59,SHELF-043,27.39,58.24,3924
2025-08-15T15:06:00,59,SHELF-006,25.75,63.38,3601
2025-08-16T09:53:00,59,SHELF-044,19.89,69.61,3516
2025-08-17T10:14:00,59,SHELF-035,25.77,44.18,3606
2025-08-18T22:11:00,59,SHELF-007,25.16,53.49,3569
2025-08-19T10:14:00,59,SHELF-030,14.28,56.00,3812
2025-08-20T01:37:00,59,SHELF-002,22.78,45.46,3720
2025-08-21T05:56:00,59,SHELF-035,29.05,51.03,3694
2025-08-22T16:43:00,59,SHELF-036,27.32,56.73,3621
2025-08-23T15:55:00,59,SHELF-010,28.89,40.71,3657
2025-08-24T11:52:00,59,SHELF-012,23.24,58.85,3536
2025-08-25T21:26:00,59,SHELF-021,15.74,51.38,3700
2025-08-26T20:39:00,59,SHELF-048,34.16,58.56,3628
2025-08-27T20:23:00,59,SHELF-008,26.45,69.60,3579
2025-08-28T22:11:00,59,SHELF-045,15.70,53.16,3739
