sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T13:10:00,88,SHELF-031,30.00,47.05,3845
2025-08-02T11:15:00,88,SHELF-005,22.10,57.23,3962
2025-08-03T07:47:00,88,SHELF-023,32.72,43.25,3619
2025-08-04T21:03:00,88,SHELF-039,14.48,38.36,3847
2025-08-05T14:51:00,88,SHELF-032,19.01,50.82,3353
2025-08-06T21:38:00,88,SHELF-050,24.98,73.68,3472
2025-08-07T02:32:00,88,SHELF-007,16.97,53.80,3895
2025-08-08T12:51:00,88,SHELF-024,15.39,52.38,4068
2025-08-09T06:02:00,88,SHELF-039,12.03,58.22,3563
2025-08-10T08:50:00,88,SHELF-021,15.03,46.84,3771
2025-08-11T22:07:00,88,SHELF-047,18.08,58.42,3813
2025-08-12T05:16:00,88,SHELF-035,14.56,29.62,3885
2025-08-13T05:45:00,88,SHELF-048,27.37,61.40,3706
2025-08-14T05:14:00,88,SHELF-030,35.02,43.12,3608
2025-08-15T08:02:00,88,SHELF-048,28.61,58.62,3582
2025-08-16T00:54:00,88,SHELF-006,26.31,54.86,3846
2025-08-17T13:54:00,88,SHELF-005,16.91,48.23,3755
2025-08-18T14:28:00,88,SHELF-043,28.23,44.53,3630
2025-08-19T02:52:00,88,SHELF-017,23.71,57.87,3755
2025-08-20T00:41:00,88,SHELF-015,32.98,59.38,3935
2025-08-21T00:27:00,88,SHELF-034,24.01,65.21,3534
2025-08-22T00:46:00,88,SHELF-037,26.18,56.77,3521
2025-08-23T22:17:00,88,SHELF-028,12.60,59.45,3705
2025-08-24T06:49:00,88,SHELF-011,33.37,62.52,3658
2025-08-25T12:49:00,88,SHELF-013,19.88,53.26,3790
2025-08-26T02:50:00,88,SHELF-001,29.33,60.33,3428
2025-08-27T23:50:00,88,SHELF-026,23.92,52.23,3784
2025-08-28T20:00:00,88,SHELF-011,29.55,59.66,3457
