sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T23:23:00,65,SHELF-030,19.82,48.20,3663
2025-08-02T08:20:00,65,SHELF-050,30.15,38.27,3670
2025-08-03T18:38:00,65,SHELF-025,24.91,62.75,3706
2025-08-04T20:48:00,65,SHELF-047,16.01,50.25,3908
2025-08-05T08:50:00,65,SHELF-010,25.19,58.41,3743
2025-08-06T09:33:00,65,SHELF-044,17.61,61.17,3697
2025-08-07T16:21:00,65,SHELF-004,16.13,49.35,3945
2025-08-08T10:02:00,65,SHELF-017,30.24,43.76,3663
2025-08-09T23:23:00,65,SHELF-050,23.56,51.82,3759
2025-08-10T00:35:00,65,SHELF-003,23.80,44.19,3789
2025-08-11T14:20:00,65,SHELF-015,23.02,71.38,3638
2025-08-12T19:28:00,65,SHELF-016,22.63,62.73,3760
2025-08-13T01:00:00,65,SHELF-046,19.30,53.52,3530
2025-08-14T12:41:00,65,SHELF-007,19.16,63.55,3753
2025-08-15T03:41:00,65,SHELF-032,13.96,62.00,3518
2025-08-16T18:12:00,65,SHELF-015,30.12,45.98,3707
2025-08-17T17:52:00,65,SHELF-035,18.17,47.18,4096
2025-08-18T00:12:00,65,SHELF-018,11.81,59.43,3760
2025-08-19T13:59:00,65,SHELF-009,19.57,57.91,3505
2025-08-20T17:20:00,65,SHELF-027,23.93,56.28,3561
2025-08-21T00:39:00,65,SHELF-031,21.67,46.17,3655
2025-08-22T06:45:00,65,SHELF-013,120.00,64.54,3952
2025-08-23T08:05:00,65,SHELF-044,25.43,62.49,3369
2025-08-24T15:26:00,65,SHELF-042,18.89,59.67,3700
2025-08-25T05:01:00,65,SHELF-016,24.75,54.39,3604
2025-08-26T05:47:00,65,SHELF-028,18.19,67.13,3636
2025-08-27T13:53:00,65,SHELF-002,19.12,58.88,3599
2025-08-28T13:58:00,65,SHELF-031,15.59,29.79,3658
