order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
19080,1,40,1,5.0407,0.1942,0.0792
19080,2,159,2,10.6537,0.1219,0.0606
19080,3,96,4,12.8458,0.1861,0.0914
19080,4,114,4,6.6090,0.0118,0.0522
19080,5,448,5,3.7660,0.2309,0.1124
19081,1,463,5,6.6742,0.2839,0.0378
19081,2,311,3,6.4522,0.4377,0.0536
19082,1,410,5,5.1560,0.0635,0.0208
19082,2,27,3,11.2479,0.1915,0.1421
19083,1,337,2,10.4485,0.1538,0.1387
19083,2,39,5,4.1846,0.0925,0.1044
19083,3,456,3,14.8361,0.0132,0.0601
19084,1,447,2,8.9738,0.1496,0.0676
19084,2,196,2,11.2661,0.3874,0.1321
19084,3,234,4,8.3188,0.0520,0.0875
19084,4,474,2,14.7687,0.0715,0.0748
19084,5,340,4,7.8694,0.1141,0.0315
19085,1,82,3,3.5394,0.0607,0.0614
19085,2,350,3,11.4947,0.2018,0.0448
19085,3,475,1,5.5195,0.1481,0.1916
19086,1,460,2,5.0575,0.0788,0.2095
19086,2,292,3,10.1114,0.3020,0.1257
19086,3,86,4,8.9483,0.2584,0.1778
19086,4,230,3,14.4813,0.1169,0.0372
19086,5,364,1,33.9406,0.2949,0.0782
19087,1,78,1,22.4184,0.2189,0.0940
19087,2,9999999997,3,6.0844,0.0501,0.0615
19087,3,9999999997,5,3.3479,0.0381,0.0489
19087,4,406,5,8.9285,0.2251,0.0680
19087,5,363,4,2.7833,0.1956,0.0908
19088,1,446,2,9.9061,0.1279,0.0168
19088,2,414,3,5.4114,0.1650,0.1726
19089,1,115,2,5.3554,0.0651,0.0889
19089,2,211,3,6.4215,0.2339,0.2395
19090,1,314,4,6.5619,0.1021,0.1366
19090,2,341,4,11.0784,0.0998,0.0348
19090,3,282,1,7.4528,0.1068,0.0797
19091,1,404,3,4.1351,0.2671,0.0777
19091,2,399,1,2.8673,0.1549,0.0322
19091,3,334,3,4.5836,0.0111,0.1197
19091,4,108,5,8.9721,0.2486,0.1119
19092,1,199,2,8.8244,0.1840,0.1647
19092,2,253,2,6.4502,0.0612,0.0407
19093,1,101,4,8.2184,0.0579,0.0674
19093,2,281,3,3.7352,0.2044,0.0389
19094,1,23,2,10.1834,0.1444,0.0500
19094,2,171,3,7.8135,0.1563,0.0888
19095,1,154,2,12.5584,0.0717,0.0918
19095,2,273,1,10.0389,0.0819,0.0895
19095,3,195,3,12.1404,0.3286,0.1039
19095,4,185,3,11.3474,0.5865,0.1207
19095,5,274,1,15.2493,0.2116,0.0249
19096,1,375,1,11.9985,0.1508,0.0020
19096,2,143,3,9.2466,0.1040,0.0334
19096,3,143,5,4.4728,0.1493,0.1217
19096,4,343,5,4.7233,0.1409,0.0459
19096,5,93,3,11.6724,0.1270,0.0518
19097,1,360,2,4.5746,0.2818,0.0131
19097,2,351,3,9.9029,0.1384,0.1152
19097,3,120,4,9.6589,0.1762,0.1265
19098,1,200,2,3.7350,0.0742,0.0891
19098,2,12,2,19.1302,0.1208,0.1374
19098,3,312,3,12.4477,0.2506,0.1477
19099,1,4,4,8.0725,0.2702,0.0240
19099,2,415,2,5.1300,0.1883,0.1148
19099,3,21,3,6.2676,0.2803,0.1474
19099,4,277,2,18.4881,0.3008,0.0378
19099,5,168,1,28.3801,0.2602,0.0774
19100,1,243,2,9.5844,0.2227,0.0314
19100,2,123,5,8.0583,0.1058,0.0613
19100,3,477,4,7.4349,0.0687,0.0814
19100,4,47,1,12.1828,0.1963,0.0862
19100,5,261,3,11.8567,0.0632,0.0828
19101,1,180,4,6.1446,0.0490,0.0519
19101,2,486,2,8.3263,0.1443,0.0410
19102,1,399,4,11.8110,0.1270,0.1307
19102,2,19,3,7.5360,0.0657,0.1013
19102,3,169,2,9.6456,0.2450,0.0368
19102,4,239,2,5.6095,0.2707,0.0786
19103,1,373,2,19.4043,0.1163,0.0975
19103,2,191,1,5.5602,0.2401,0.0577
19103,3,193,2,4.9353,0.0732,0.0921
19104,1,324,5,14.0377,0.2012,0.0802
19104,2,267,1,2.8981,0.4639,0.2079
19104,3,482,2,9.8848,0.1785,0.0219
19105,1,311,1,7.0936,0.0838,0.0896
19105,2,374,5,18.8896,0.1224,0.0760
19105,3,493,2,4.1269,0.1261,0.1163
19106,1,484,3,20.6282,0.2035,0.0357
19106,2,8,3,9.1406,0.0805,0.1482
19106,3,360,2,10.8221,0.2297,0.1237
19107,1,190,4,8.1839,0.0291,0.2320
19107,2,459,2,10.6224,0.1655,0.1088
19107,3,404,4,9.4715,0.1975,0.0879
19108,1,22,5,12.5144,0.1583,0.0524
19108,2,328,4,2.8948,0.1226,0.1787
19108,3,168,4,11.6764,0.0811,0.0286
19108,4,108,4,11.8699,0.0237,0.1373
19109,1,143,3,9.0430,0.1711,0.1200
19109,2,88,2,2.3784,0.1507,0.0753
19109,3,299,1,7.0444,0.2728,0.0146
19110,1,27,5,6.2197,0.0977,0.1004
19110,2,478,1,3.2154,0.1814,0.0986
19111,1,275,5,10.7048,0.4034,0.1226
19111,2,23,4,11.9133,0.0572,0.0778
19112,1,140,2,17.0695,0.1558,0.0557
19112,2,88,1,5.6877,0.3340,0.1741
19112,3,470,1,6.7284,0.2905,0.0361
19113,1,142,1,5.6730,0.2181,0.0466
19113,2,361,4,6.9850,0.1350,0.1442
19114,1,346,1,9.7184,0.1901,0.1910
19114,2,436,1,24.6759,0.1148,0.0426
19114,3,182,1,8.1429,0.0577,0.0924
19114,4,448,4,5.6624,0.0972,0.0476
19114,5,1,2,5.9111,0.3399,0.0566
19115,1,295,2,17.9427,0.0896,0.0149
19115,2,208,2,16.6346,0.2580,0.0849
19116,1,229,3,10.8000,0.0708,0.1379
19116,2,149,1,11.3832,0.1163,0.1436
19116,3,401,1,5.6863,0.1484,0.0322
19117,1,480,4,4.2089,0.0681,0.0905
19117,2,445,5,19.5194,0.1910,0.1097
19118,1,446,5,15.6336,0.2617,0.1352
19118,2,239,1,11.1963,0.1695,0.0142
19118,3,18,2,23.3278,0.2051,0.0498
19118,4,432,1,11.3999,0.1283,0.0456
19119,1,396,2,5.6968,0.1121,0.0910
19119,2,388,2,14.5872,0.1945,0.0800
19120,1,138,3,6.7711,0.1332,0.0680
19120,2,486,2,7.4961,0.1405,0.0084
19121,1,59,4,9.4202,0.2183,0.0270
19121,2,429,1,4.4058,0.0504,0.0417
19122,1,177,4,18.7776,0.0989,0.1099
19122,2,104,3,8.0004,0.2026,0.1893
19122,3,366,5,2.4909,0.1665,0.0647
19122,4,390,2,8.7339,0.1529,0.0076
19122,5,315,3,13.4284,0.0967,0.0352
19123,1,94,3,28.1370,0.2790,0.0836
19123,2,46,5,7.1821,0.0636,0.0271
19123,3,149,3,16.6130,0.2308,0.0219
19123,4,304,3,7.3782,0.2438,0.0468
19124,1,157,3,13.0161,0.2728,0.0853
19124,2,122,1,12.4124,0.1106,0.0589
19125,1,36,1,8.5044,0.2058,0.0474
19125,2,484,4,10.2730,0.1676,0.0428
19125,3,6,5,5.3887,0.1673,0.0235
19126,1,94,2,9.2532,0.2130,0.1792
19126,2,94,3,2.7127,0.0538,0.1146
19126,3,41,5,20.7380,0.1463,0.3000
19126,4,132,3,13.5386,0.2704,0.0959
19127,1,32,1,8.1281,0.1148,0.0164
19127,2,328,3,2.9331,0.1530,0.0277
19127,3,124,3,7.2967,0.0726,0.0235
19127,4,416,4,9.3523,0.1953,0.1101
19128,1,370,3,6.0754,0.2430,0.1613
19128,2,4,4,11.6930,0.1798,0.0648
19129,1,469,3,5.6566,0.2172,0.0678
19129,2,211,3,8.3539,0.0895,0.1373
19129,3,397,3,10.5897,0.1114,0.0275
19130,1,34,5,11.6921,0.0431,0.1547
19130,2,492,2,10.5453,0.0648,0.0585
19131,1,102,3,9.9965,0.1956,0.0903
19131,2,118,1,18.1634,0.1437,0.0132
19131,3,476,1,4.4649,0.1112,0.0362
19131,4,247,3,3.8040,0.1477,0.0365
19132,1,427,5,7.2436,0.1378,0.0396
19132,2,488,4,4.7063,0.0311,0.0140
19132,3,254,4,11.8836,0.0691,0.1723
19133,1,410,5,8.8164,0.1611,0.0819
19133,2,295,5,7.5180,0.0884,0.0534
19133,3,168,3,11.1617,0.1410,0.0941
19133,4,57,2,12.8696,0.1643,0.0186
19133,5,15,4,16.5278,0.1994,0.0635
19134,1,248,2,4.3605,0.0914,0.0397
19134,2,161,4,7.5720,0.2640,0.1486
19134,3,423,1,11.9304,0.1527,0.0796
19135,1,152,1,4.8286,0.2642,0.0419
19135,2,187,5,7.9792,0.1475,0.1441
19135,3,392,4,8.3200,0.1912,0.0329
19136,1,473,2,4.1952,0.0199,0.0336
19136,2,217,2,22.2216,0.1675,0.0987
19136,3,80,2,4.0139,0.2068,0.1364
19136,4,225,3,18.7243,0.0793,0.0640
19136,5,361,2,5.8664,0.1494,0.0618
19137,1,494,5,20.2421,0.1255,0.1243
19137,2,431,1,12.6967,0.2113,0.1570
19137,3,482,2,8.4149,0.1713,0.0629
19137,4,454,1,4.2150,0.2270,0.0488
19137,5,419,2,11.4448,0.2047,0.0172
19138,1,153,2,19.3745,0.1442,0.0755
19138,2,65,4,10.6039,0.0983,0.1828
19139,1,454,3,17.5768,0.0587,0.0901
19139,2,235,1,3.8474,0.2729,0.0464
19139,3,315,1,9.1701,0.0892,0.0105
19139,4,171,5,33.2928,0.2652,0.0395
19139,5,371,2,14.0180,0.2244,0.1141
19140,1,186,5,18.6815,0.3833,0.0417
19140,2,103,4,6.5766,0.1623,0.1573
19140,3,322,1,10.8057,0.3471,0.0446
19141,1,473,5,10.1024,0.5115,0.1841
19141,2,449,5,1.8518,0.4067,0.2333
19141,3,8,5,6.5132,0.0736,0.0788
19141,4,425,2,9.0138,0.1248,0.1959
19142,1,486,1,9.1459,0.0766,0.1453
19142,2,475,2,7.2062,0.1613,0.1311
19143,1,301,5,10.3253,0.1340,0.2083
19143,2,399,4,19.3904,0.1673,0.1308
19143,3,50,2,9.7789,0.1017,0.0583
19143,4,203,4,10.7558,0.1702,0.1596
19144,1,81,2,10.1023,0.1220,0.0580
19144,2,373,1,5.3250,0.1338,0.1398
19144,3,409,5,8.0794,0.4518,0.1148
19144,4,296,1,15.1722,0.1594,0.1638
19144,5,57,2,5.8028,0.1920,0.0410
19145,1,263,2,7.1783,0.2848,0.0156
19145,2,169,2,17.9392,0.2487,0.0667
19145,3,24,1,15.3554,0.1676,0.1294
19145,4,177,3,12.4923,0.1253,0.0430
19145,5,373,1,10.9839,0.2080,0.1699
19146,1,167,5,11.4567,0.0747,0.0787
19146,2,131,5,8.8153,0.3943,0.2506
19146,3,135,2,4.3613,0.1473,0.0081
19146,4,447,3,8.1455,0.0404,0.0801
19146,5,230,5,8.7889,0.3179,0.0941
19147,1,126,1,6.8100,0.2752,0.1229
19147,2,72,5,5.3856,0.2395,0.0867
19147,3,408,3,10.2358,0.1258,0.0748
19147,4,500,2,6.7326,0.1220,0.0816
19147,5,454,4,23.1523,0.2640,0.0405
19148,1,324,4,9.5458,0.1131,0.1546
19148,2,339,3,9.4331,0.2128,0.1234
19149,1,375,2,4.2842,0.1068,0.0244
19149,2,320,1,9.4893,0.2372,0.0458
19149,3,401,1,8.3894,0.2729,0.0927
19149,4,292,1,6.5238,0.0162,0.1585
19150,1,119,2,14.1287,0.1159,0.1302
19150,2,9999999997,1,12.0556,0.2718,0.1463
19151,1,336,2,11.2710,0.2577,0.2413
19151,2,338,2,17.8201,0.3445,0.0606
19151,3,410,3,5.3782,0.1421,0.0724
19151,4,434,2,6.6109,0.1966,0.0127
19152,1,88,3,6.7677,0.1230,0.0928
19152,2,99,1,21.7327,0.2355,0.0668
19152,3,12,4,19.7330,0.0197,0.0331
19153,1,283,5,14.9246,0.0712,0.0405
19153,2,486,4,9.0518,0.0922,0.0672
19153,3,72,3,3.8294,0.2865,0.0466
19153,4,47,4,4.2254,0.1174,0.0588
19154,1,3,5,8.6986,0.1523,0.1421
19154,2,268,5,9.9346,0.0641,0.0256
19154,3,78,3,7.3533,0.1039,0.0881
19154,4,343,2,10.0916,0.0719,0.0813
19154,5,183,3,5.5517,0.1269,0.0779
19155,1,487,4,8.0698,0.1422,0.1341
19155,2,430,1,6.9622,0.1126,0.0386
19155,3,25,1,8.3425,0.0845,0.0415
19156,1,351,5,7.0840,0.1600,0.1563
19156,2,278,5,6.9778,0.1631,0.0333
19157,1,100,2,12.3556,0.1043,0.1679
19157,2,65,5,3.5614,0.1279,0.0902
19157,3,324,3,10.0442,0.2799,0.0248
19157,4,345,3,9.7415,0.0296,0.2174
19158,1,340,1,4.1542,0.2707,0.1550
19158,2,52,4,16.6827,0.1811,0.0406
19159,1,347,3,5.9311,0.3911,0.0868
19159,2,316,4,3.9429,0.2235,0.0492
19159,3,474,5,6.3529,0.0619,0.0514
19159,4,335,2,4.5375,0.0287,0.0302
19160,1,261,4,2.3737,0.3876,0.1798
19160,2,357,2,19.1558,0.2837,0.1579
19160,3,137,1,15.0483,0.1659,0.0295
19160,4,86,4,10.3600,0.0615,0.0707
19161,1,53,5,5.2139,0.2886,0.0786
19161,2,213,4,5.3435,0.2739,0.1076
19162,1,169,4,10.7901,0.1761,0.2062
19162,2,352,1,11.5143,0.0812,0.0538
19163,1,175,1,8.8648,0.3965,0.1888
19163,2,387,3,20.0559,0.3303,0.1186
19163,3,416,5,5.3319,0.0874,0.1194
19164,1,205,3,9.3043,0.1129,0.2196
19164,2,395,5,9.4177,0.1190,0.1015
19164,3,160,3,6.4100,0.2180,0.2533
19164,4,37,2,5.4248,0.1940,0.0956
19164,5,69,2,12.8283,0.0959,0.1073
19165,1,403,4,4.7515,0.1425,0.1199
19165,2,42,5,21.7458,0.2122,0.0436
19165,3,292,1,18.4673,0.4272,0.0660
19165,4,368,3,10.0096,0.0341,0.0730
19165,5,492,1,4.6453,0.2064,0.0854
19166,1,193,1,7.5093,0.1041,0.0671
19166,2,449,1,6.9890,0.1060,0.0120
19166,3,428,1,0.0000,0.0516,0.2185
19167,1,460,1,16.5268,0.0726,0.0976
19167,2,243,5,5.1479,0.3422,0.3000
19168,1,278,0,28.2202,0.3985,0.0395
19168,2,240,4,9.6312,0.1306,0.1136
19168,3,21,3,4.9648,0.0716,0.0315
19168,4,206,1,15.9605,0.0887,0.1251
19169,1,399,3,6.2377,0.1101,0.2163
19169,2,108,3,15.5464,0.1240,0.1020
19169,3,294,4,16.1071,0.0523,0.0394
19169,4,283,5,5.3551,0.1024,0.0349
19170,1,216,1,5.9611,0.3278,0.1572
19170,2,56,2,6.3374,0.3204,0.2578
19170,3,248,5,8.7032,0.1450,0.0525
19170,4,204,2,14.2755,0.1871,0.0589
19170,5,26,5,13.7642,0.0928,0.2014
19171,1,445,4,23.5712,0.3553,0.2734
19171,2,8,5,11.2267,0.2813,0.2039
19171,3,280,4,12.5594,0.0251,0.0810
19172,1,246,1,6.3827,0.2774,0.1305
19172,2,74,1,7.0289,0.1039,0.1280
19173,1,101,4,5.7939,0.1018,0.1143
19173,2,469,2,6.9092,0.2896,0.0693
19173,3,322,3,7.1638,0.1710,0.2824
19174,1,265,1,4.5899,0.0517,0.0933
19174,2,499,4,19.7489,0.0918,0.1173
19175,1,372,3,11.1862,0.1939,0.0926
