sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T00:41:00,33,SHELF-003,27.84,47.60,3703
2025-08-02T10:12:00,33,SHELF-028,29.95,51.23,3794
2025-08-03T22:15:00,33,SHELF-006,32.03,59.70,3681
2025-08-04T23:06:00,33,SHELF-011,23.63,33.87,3715
2025-08-05T17:39:00,33,SHELF-008,19.59,54.15,3530
2025-08-06T10:36:00,33,SHELF-048,25.15,63.03,3792
2025-08-07T22:16:00,33,SHELF-008,14.32,40.89,3759
2025-08-08T01:54:00,33,SHELF-029,12.00,66.16,3428
2025-08-09T03:54:00,33,SHELF-013,20.48,35.80,3648
2025-08-10T09:08:00,33,SHELF-018,18.13,54.32,3558
2025-08-11T16:30:00,33,SHELF-013,31.19,44.45,3761
2025-08-12T17:00:00,33,SHELF-034,18.42,54.54,3774
2025-08-13T20:45:00,33,SHELF-039,24.86,57.98,3799
2025-08-14T15:23:00,33,SHELF-035,25.70,67.87,3911
2025-08-15T03:24:00,33,SHELF-030,19.09,59.49,3563
2025-08-16T14:23:00,33,SHELF-036,28.63,50.07,3773
2025-08-17T05:16:00,33,SHELF-041,15.93,63.26,3875
2025-08-18T14:29:00,33,SHELF-009,18.14,44.67,3794
2025-08-19T01:16:00,33,SHELF-037,20.94,77.38,3487
2025-08-20T20:11:00,33,SHELF-018,33.29,54.16,3748
2025-08-21T11:53:00,33,SHELF-032,20.94,55.11,3882
2025-08-22T07:42:00,33,SHELF-048,20.94,48.30,3477
2025-08-23T13:03:00,33,SHELF-013,17.69,53.30,3447
2025-08-24T21:20:00,33,SHELF-018,20.63,41.71,3554
2025-08-25T01:34:00,33,SHELF-032,25.88,59.20,3733
2025-08-26T01:09:00,33,SHELF-004,25.54,65.90,3517
2025-08-27T14:55:00,33,SHELF-011,21.23,59.11,3655
2025-08-28T19:56:00,33,SHELF-049,29.89,55.00,3610
