sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T10:22:00,86,SHELF-017,20.04,66.89,3843
2025-08-02T03:00:00,86,SHELF-042,19.23,50.35,3769
2025-08-03T19:46:00,86,SHELF-012,31.39,46.78,3515
2025-08-04T10:26:00,86,SHELF-017,9.55,62.27,3744
2025-08-05T05:29:00,86,SHELF-032,22.36,54.09,3860
2025-08-06T08:56:00,86,SHELF-007,24.82,54.66,3545
2025-08-07T01:30:00,86,SHELF-017,28.24,48.98,3682
2025-08-08T13:41:00,86,SHELF-039,27.60,48.84,3458
2025-08-09T20:40:00,86,SHELF-027,35.56,42.62,3766
2025-08-10T09:18:00,86,SHELF-016,22.08,56.10,3540
2025-08-11T06:58:00,86,SHELF-025,20.15,60.49,3687
2025-08-12T07:00:00,86,SHELF-038,23.98,61.08,3509
2025-08-13T09:41:00,86,SHELF-004,26.86,58.61,3425
2025-08-14T23:23:00,86,SHELF-007,23.90,36.71,3873
2025-08-15T23:51:00,86,SHELF-018,13.91,66.85,3935
2025-08-16T03:07:00,86,SHELF-010,17.10,52.64,3536
2025-08-17T13:54:00,86,SHELF-021,28.43,48.83,3529
2025-08-18T03:03:00,86,SHELF-048,28.60,36.88,3556
2025-08-19T19:04:00,86,SHELF-015,18.28,48.93,3957
2025-08-20T12:46:00,86,SHELF-030,17.73,70.26,3617
2025-08-21T00:04:00,86,SHELF-018,19.35,35.09,3839
2025-08-22T16:10:00,86,SHELF-007,22.15,54.58,3246
2025-08-23T23:23:00,86,SHELF-007,27.34,57.57,3543
2025-08-24T00:18:00,86,SHELF-049,19.55,49.39,3810
2025-08-25T04:49:00,86,SHELF-005,17.32,57.91,4024
2025-08-26T16:44:00,86,SHELF-030,29.04,51.59,3596
2025-08-27T06:19:00,86,SHELF-028,18.77,57.93,3789
2025-08-28T17:15:00,86,SHELF-005,28.00,61.55,3774
