sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T16:48:00,92,SHELF-048,26.51,55.81,3639
2025-08-02T07:51:00,92,SHELF-005,21.30,63.32,3456
2025-08-03T10:22:00,92,SHELF-036,25.45,33.81,3643
2025-08-04T18:48:00,92,SHELF-041,12.25,36.70,3758
2025-08-05T14:42:00,92,SHELF-006,13.38,56.09,3639
2025-08-06T04:12:00,92,SHELF-025,25.90,40.22,3432
2025-08-07T14:10:00,92,SHELF-028,20.49,45.64,3790
2025-08-08T15:56:00,92,SHELF-007,25.00,47.33,3780
2025-08-09T00:11:00,92,SHELF-049,17.84,44.45,3740
2025-08-10T22:31:00,92,SHELF-044,16.15,63.36,3768
2025-08-11T10:38:00,92,SHELF-009,9.49,69.77,3630
2025-08-12T15:45:00,92,SHELF-008,19.85,51.24,3712
2025-08-13T08:15:00,92,SHELF-040,28.55,54.64,3791
2025-08-14T23:15:00,92,SHELF-027,18.95,59.90,3610
2025-08-15T11:23:00,92,SHELF-045,23.41,61.98,3599
2025-08-16T23:04:00,92,SHELF-019,21.04,69.14,3811
2025-08-17T02:25:00,92,SHELF-001,21.18,63.35,3615
2025-08-18T04:10:00,92,SHELF-011,22.11,62.10,3415
2025-08-19T22:33:00,92,SHELF-005,14.26,67.61,3774
2025-08-20T03:17:00,92,SHELF-048,23.78,50.13,3837
2025-08-21T22:26:00,92,SHELF-005,23.05,63.87,3688
2025-08-22T02:17:00,92,SHELF-045,29.03,39.17,3493
2025-08-23T21:21:00,92,SHELF-015,18.45,45.12,3765
2025-08-24T02:52:00,92,SHELF-049,19.20,61.66,3628
2025-08-25T09:56:00,92,SHELF-026,22.18,66.03,3683
2025-08-26T18:18:00,92,SHELF-018,24.99,62.34,3850
2025-08-27T19:16:00,92,SHELF-022,12.17,68.00,3653
2025-08-28T07:05:00,92,SHELF-049,21.31,58.84,3540
