sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T09:03:00,39,SHELF-015,21.84,73.54,3556
2025-08-02T05:45:00,39,SHELF-001,26.74,49.77,3448
2025-08-03T00:58:00,39,SHELF-039,18.23,62.02,3639
2025-08-04T12:18:00,39,SHELF-025,16.94,52.37,3736
2025-08-05T23:29:00,39,SHELF-044,24.28,57.60,3561
2025-08-06T17:08:00,39,SHELF-006,17.35,58.38,3518
2025-08-07T21:15:00,39,SHELF-047,24.62,51.04,3711
2025-08-08T21:19:00,39,SHELF-006,18.99,66.71,3684
2025-08-09T16:02:00,39,SHELF-024,27.65,60.33,3845
2025-08-10T12:21:00,39,SHELF-018,20.47,63.46,3957
2025-08-11T22:07:00,39,SHELF-047,20.60,59.62,3862
2025-08-12T08:45:00,39,SHELF-024,24.57,46.46,3818
2025-08-13T17:55:00,39,SHELF-014,25.50,42.62,3730
2025-08-14T07:41:00,39,SHELF-008,20.44,49.54,3827
2025-08-15T13:26:00,39,SHELF-013,24.93,53.39,3449
2025-08-16T14:16:00,39,SHELF-047,32.61,56.85,3713
2025-08-17T22:26:00,39,SHELF-016,25.53,81.01,3706
2025-08-18T13:35:00,39,SHELF-040,18.98,63.13,3998
2025-08-19T00:22:00,39,SHELF-024,22.41,54.75,3522
2025-08-20T17:43:00,39,SHELF-050,22.68,58.87,3383
2025-08-21T06:20:00,39,SHELF-006,14.07,44.47,3631
2025-08-22T07:42:00,39,SHELF-015,31.57,45.76,3461
2025-08-23T21:24:00,39,SHELF-046,30.86,51.62,3655
2025-08-24T08:23:00,39,SHELF-044,22.10,62.83,3849
2025-08-25T20:46:00,39,SHELF-032,31.51,62.66,3503
2025-08-26T01:10:00,39,SHELF-007,21.25,44.04,3658
2025-08-27T14:23:00,39,SHELF-006,25.43,68.35,3998
2025-08-28T21:12:00,39,SHELF-029,21.70,53.35,3354
