order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
16355,2025-08-25T07:18:43,2025-08-25,1431,97,Retail,AFTERPAY,,15.01,AUD
16356,2025-08-25T19:21:56,2025-08-25,343,44,Retail,CASH,,13.32,AUD
16357,2025-08-25T06:11:34,2025-08-25,821,27,Retail,CARD,COUPON458,13.66,AUD
16358,2025-08-25T15:36:31,2025-08-25,323,43,Retail,CASH,,10.64,AUD
16359,2025-08-25T16:53:23,2025-08-25,434,16,Retail,AFTERPAY,,18.33,AUD
16360,2025-08-25T14:22:06,2025-08-25,380,39,Retail,CARD,,2.52,AUD
16361,2025-08-25T18:40:13,2025-08-25,606,60,Retail,CARD,COUPON324,12.42,AUD
16362,2025-08-25T23:13:57,2025-08-25,892,16,Retail,AFTERPAY,,16.85,AUD
16363,2025-08-25T16:55:13,2025-08-25,1588,27,Retail,AFTERPAY,,17.63,AUD
16364,2025-08-25T19:42:38,2025-08-25,414,57,Retail,CASH,,2.71,AUD
16365,2025-08-25T02:15:37,2025-08-25,153,63,Retail,CASH,,9.92,AUD
16366,2025-08-25T09:24:42,2025-08-25,474,16,Retail,CARD,,11.06,AUD
16367,2025-08-25T03:11:24,2025-08-25,742,77,Retail,CASH,COUPON301,15.96,AUD
16368,2025-08-25T12:40:56,2025-08-25,118,75,Retail,CARD,,3.06,AUD
16369,2025-08-25T13:04:18,2025-08-25,1270,69,Retail,CASH,,22.62,AUD
16370,2025-08-25T23:16:34,2025-08-25,158,50,Retail,PAYPAL,,11.03,AUD
16371,2025-08-25T23:04:26,2025-08-25,1237,4,Retail,PAYPAL,,12.65,AUD
16372,2025-08-25T18:25:01,2025-08-25,1142,2,Retail,AFTERPAY,,0.84,AUD
16373,2025-08-25T10:36:32,2025-08-25,393,86,Retail,PAYPAL,COUPON912,10.82,AUD
16374,2025-08-25T00:45:09,2025-08-25,1352,57,Retail,PAYPAL,,4.78,AUD
16375,2025-08-25T22:11:56,2025-08-25,723,17,Retail,CARD,,13.86,AUD
16376,2025-08-25T19:26:59,2025-08-25,117,24,Retail,CARD,,18.38,AUD
16377,2025-08-25T08:09:44,2025-08-25,1298,68,Retail,PAYPAL,,13.93,AUD
16378,2025-08-25T08:20:21,2025-08-25,710,99,Retail,CARD,,7.48,AUD
16379,2025-08-25T11:43:10,2025-08-25,564,84,Retail,PAYPAL,,11.89,AUD
16380,2025-08-25T13:18:07,2025-08-25,353,15,Retail,PAYPAL,,12.16,AUD
16381,2025-08-25T06:47:36,2025-08-25,875,60,Retail,CARD,,13.45,AUD
16382,2025-08-25T16:23:38,2025-08-25,1066,45,Retail,AFTERPAY,COUPON339,10.66,AUD
16383,2025-08-25T18:51:16,2025-08-25,1436,32,Retail,CASH,,10.77,AUD
16384,2025-08-25T13:21:01,2025-08-25,9,55,Retail,AFTERPAY,,13.97,AUD
16385,2025-08-25T06:10:56,2025-08-25,179,51,Retail,PAYPAL,,9.15,AUD
16386,2025-08-25T11:38:16,2025-08-25,1597,17,Retail,CASH,,1.04,AUD
16387,2025-08-25T06:45:17,2025-08-25,642,9,Retail,PAYPAL,,20.59,AUD
16388,2025-08-25T13:36:48,2025-08-25,730,53,Retail,CASH,,12.86,AUD
16389,2025-08-25T17:30:44,2025-08-25,1509,55,Retail,PAYPAL,,11.64,AUD
16390,2025-08-25T14:12:07,2025-08-25,1099,39,Retail,CASH,,24.27,AUD
16391,2025-08-25T17:24:35,2025-08-25,278,19,Retail,PAYPAL,COUPON892,19.94,AUD
16392,2025-08-25T23:53:08,2025-08-25,756,64,Retail,AFTERPAY,,16.71,AUD
16393,2025-08-25T03:18:40,2025-08-25,805,45,Retail,CASH,,12.72,AUD
16394,2025-08-25T20:21:00,2025-08-25,1532,83,Retail,PAYPAL,,18.09,AUD
16395,2025-08-25T13:21:31,2025-08-25,438,93,Retail,CASH,,0.46,AUD
16396,2025-08-25T02:33:33,2025-08-25,438,39,Retail,AFTERPAY,,16.14,AUD
16397,2025-08-25T09:05:44,2025-08-25,942,75,Retail,CASH,,18.10,AUD
16398,2025-08-25T03:20:56,2025-08-25,9999999999,31,Retail,PAYPAL,,11.27,AUD
16399,2025-08-25T00:08:51,2025-08-25,1232,71,Retail,AFTERPAY,,14.21,AUD
16400,2025-08-25T10:02:12,2025-08-25,939,35,Retail,PAYPAL,,10.90,AUD
16401,2025-08-25T05:01:50,2025-08-25,1245,82,Retail,CASH,,14.05,AUD
16402,2025-08-25T07:30:16,2025-08-25,727,42,Retail,CARD,,10.53,AUD
16403,2025-08-25T18:22:21,2025-08-25,1547,14,Retail,CARD,,6.20,AUD
