sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T09:54:00,64,SHELF-029,24.43,64.01,3791
2025-08-02T20:19:00,64,SHELF-018,10.82,61.43,3592
2025-08-03T02:20:00,64,SHELF-050,24.24,40.62,3573
2025-08-04T20:55:00,64,SHELF-009,26.06,50.05,3651
2025-08-05T15:55:00,64,SHELF-031,22.38,48.42,3704
2025-08-06T02:36:00,64,SHELF-033,13.44,44.80,3703
2025-08-07T09:56:00,64,SHELF-003,21.35,39.39,3710
2025-08-08T04:14:00,64,SHELF-031,23.29,32.39,3659
2025-08-09T20:20:00,64,SHELF-028,18.31,37.04,3643
2025-08-10T22:38:00,64,SHELF-035,28.75,38.84,3778
2025-08-11T20:00:00,64,SHELF-032,18.76,36.13,3710
2025-08-12T07:13:00,64,SHELF-021,26.05,63.05,3482
2025-08-13T09:37:00,64,SHELF-035,25.39,45.26,3876
2025-08-14T12:04:00,64,SHELF-014,22.84,68.73,3839
2025-08-15T16:39:00,64,SHELF-031,25.16,53.59,3752
2025-08-16T08:27:00,64,SHELF-001,17.89,37.38,3578
2025-08-17T13:49:00,64,SHELF-046,18.52,72.64,3562
2025-08-18T23:16:00,64,SHELF-048,14.77,44.02,4117
2025-08-19T19:54:00,64,SHELF-040,26.00,58.14,3877
2025-08-20T11:46:00,64,SHELF-030,12.90,55.93,3866
2025-08-21T04:03:00,64,SHELF-027,26.75,53.72,3605
2025-08-22T06:33:00,64,SHELF-031,32.74,61.33,3816
2025-08-23T03:51:00,64,SHELF-049,21.11,50.69,3805
2025-08-24T01:59:00,64,SHELF-050,27.95,60.85,3801
2025-08-25T00:57:00,64,SHELF-020,20.79,45.97,3826
2025-08-26T20:29:00,64,SHELF-010,21.52,34.42,3777
2025-08-27T01:25:00,64,SHELF-035,13.55,39.73,3682
2025-08-28T02:35:00,64,SHELF-009,23.78,56.93,3761
