sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T08:55:00,2,SHELF-044,21.28,37.89,3558
2025-08-02T21:28:00,2,SHELF-035,26.05,51.06,3811
2025-08-03T00:13:00,2,SHELF-001,18.85,64.02,3575
2025-08-04T13:00:00,2,SHELF-018,20.29,58.64,3593
2025-08-05T06:37:00,2,SHELF-038,9.09,45.26,3612
2025-08-06T13:23:00,2,SHELF-006,25.90,37.25,3903
2025-08-07T04:41:00,2,SHELF-038,28.22,64.44,3638
2025-08-08T14:28:00,2,SHELF-016,23.19,35.39,3514
2025-08-09T06:10:00,2,SHELF-048,22.20,27.99,3633
2025-08-10T10:16:00,2,SHELF-026,26.14,41.72,3941
2025-08-11T15:10:00,2,SHELF-031,26.28,43.38,3772
2025-08-12T17:10:00,2,SHELF-033,16.78,64.65,3941
2025-08-13T16:50:00,2,SHELF-042,17.79,50.41,3796
2025-08-14T17:20:00,2,SHELF-007,19.79,54.01,3641
2025-08-15T21:49:00,2,SHELF-012,11.46,61.19,3876
2025-08-16T00:41:00,2,SHELF-026,22.88,53.94,3680
2025-08-17T00:00:00,2,SHELF-013,15.71,55.16,3803
2025-08-18T18:22:00,2,SHELF-016,22.81,72.94,3861
2025-08-19T16:57:00,2,SHELF-003,25.19,50.81,3642
2025-08-20T13:06:00,2,SHELF-025,22.37,51.75,3702
2025-08-21T19:00:00,2,SHELF-043,24.30,57.43,3325
2025-08-22T15:10:00,2,SHELF-005,26.12,42.70,3760
2025-08-23T16:50:00,2,SHELF-036,16.83,47.61,3723
2025-08-24T01:33:00,2,SHELF-020,25.18,56.66,3534
2025-08-25T02:02:00,2,SHELF-016,21.01,57.55,3704
2025-08-26T11:13:00,2,SHELF-042,25.88,65.72,3915
2025-08-27T07:31:00,2,SHELF-040,22.01,70.58,3848
2025-08-28T17:24:00,2,SHELF-024,18.08,49.01,3966
