order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
14540,2025-08-23T23:32:21,2025-08-23,922,2,Retail,CASH,,10.03,AUD
14541,2025-08-23T17:14:42,2025-08-23,597,61,Retail,PAYPAL,,16.92,AUD
14542,2025-08-23T19:23:22,2025-08-23,413,24,Retail,CARD,,5.93,AUD
14543,2025-08-23T05:01:57,2025-08-23,1260,38,Retail,AFTERPAY,,2.29,AUD
14544,2025-08-23T14:46:50,2025-08-23,598,25,Retail,PAYPAL,,0.00,AUD
14545,2025-08-23T05:59:00,2025-08-23,678,40,Retail,CARD,,12.55,AUD
14546,2025-08-23T22:38:14,2025-08-23,153,9999999998,Retail,CASH,COUPON872,10.25,AUD
14547,2025-08-23T21:34:03,2025-08-23,1542,86,Retail,AFTERPAY,,20.40,AUD
14548,2025-08-23T20:13:47,2025-08-23,1573,6,Retail,CARD,,15.72,AUD
14549,2025-08-23T18:29:58,2025-08-23,886,1,Retail,AFTERPAY,COUPON330,15.84,AUD
14550,2025-08-23T03:44:05,2025-08-23,907,82,Retail,CASH,,13.91,AUD
14551,2025-08-23T12:07:17,2025-08-23,651,60,Retail,CARD,,3.05,AUD
14552,2025-08-23T13:05:17,2025-08-23,170,86,Retail,CASH,COUPON176,14.77,AUD
14553,2025-08-23T22:06:58,2025-08-23,1324,79,Retail,AFTERPAY,COUPON115,21.87,AUD
14554,2025-08-23T19:16:19,2025-08-23,1597,57,Retail,AFTERPAY,,19.97,AUD
14555,2025-08-23T16:04:53,2025-08-23,562,38,Retail,CASH,,27.39,AUD
14556,2025-08-23T06:37:44,2025-08-23,1010,16,Retail,AFTERPAY,,10.35,AUD
14557,2025-08-23T01:05:59,2025-08-23,1096,25,Retail,PAYPAL,,11.07,AUD
14558,2025-08-23T10:35:58,2025-08-23,111,75,Retail,CASH,,4.54,AUD
14559,2025-08-23T02:43:20,2025-08-23,389,60,Retail,CARD,COUPON561,14.43,AUD
14560,2025-08-23T08:02:18,2025-08-23,523,47,Retail,AFTERPAY,,13.60,AUD
