order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
13631,2025-08-22T09:00:10,2025-08-22,108,23,Retail,CASH,,14.63,AUD
13632,2025-08-22T08:32:54,2025-08-22,1522,74,Retail,AFTERPAY,,11.37,AUD
13633,2025-08-22T15:14:21,2025-08-22,1249,30,Retail,PAYPAL,,2.70,AUD
13634,2025-08-22T17:34:45,2025-08-22,206,22,Retail,AFTERPAY,,11.02,AUD
13635,2025-08-22T23:45:50,2025-08-22,780,44,Retail,AFTERPAY,,12.35,AUD
13636,2025-08-22T22:05:33,2025-08-22,1088,27,Retail,CASH,,12.24,AUD
13637,2025-08-22T11:29:33,2025-08-22,819,88,Retail,CASH,,18.35,AUD
13638,2025-08-22T04:28:19,2025-08-22,1436,64,Retail,CASH,,19.13,AUD
13639,2025-08-22T08:48:17,2025-08-22,1355,32,Retail,CARD,,12.35,AUD
13640,2025-08-22T17:09:47,2025-08-22,56,80,Retail,CARD,,4.15,AUD
13641,2025-08-22T20:38:57,2025-08-22,1054,7,Retail,CASH,COUPON772,7.42,AUD
13642,2025-08-22T20:06:22,2025-08-22,1206,53,Retail,AFTERPAY,,15.65,AUD
13643,2025-08-22T13:31:30,2025-08-22,876,12,Retail,PAYPAL,,5.34,AUD
13644,2025-08-22T12:56:23,2025-08-22,1367,51,Retail,CARD,,17.04,AUD
13645,2025-08-22T17:57:26,2025-08-22,1407,9999999998,Retail,CASH,,10.32,AUD
13646,2025-08-22T11:27:57,2025-08-22,609,46,Retail,AFTERPAY,,7.19,AUD
13647,2025-08-22T20:31:11,2025-08-22,1495,100,Retail,CARD,COUPON512,22.05,AUD
13648,2025-08-22T11:47:36,2025-08-22,1294,91,Retail,CARD,,12.38,AUD
13649,2025-08-22T08:10:31,2025-08-22,612,62,Retail,AFTERPAY,,12.58,AUD
13650,2025-08-22T00:33:57,2025-08-22,1118,57,Retail,CASH,COUPON848,17.94,AUD
13651,2025-08-22T22:24:26,2025-08-22,700,45,Retail,CARD,,15.33,AUD
13652,2025-08-22T00:42:25,2025-08-22,1047,8,Retail,PAYPAL,,21.31,AUD
13653,2025-08-22T23:01:07,2025-08-22,97,82,Retail,CASH,,20.44,AUD
13654,2025-08-22T23:10:47,2025-08-22,189,27,Retail,CASH,,10.11,AUD
13655,2025-08-22T10:14:04,2025-08-22,911,49,Retail,CASH,,8.61,AUD
13656,2025-08-22T18:53:42,2025-08-22,1390,72,Retail,CARD,,7.24,AUD
13657,2025-08-22T16:39:52,2025-08-22,446,28,Retail,PAYPAL,,10.95,AUD
13658,2025-08-22T08:17:41,2025-08-22,1025,71,Retail,CASH,,11.89,AUD
13659,2025-08-22T08:33:22,2025-08-22,35,4,Retail,AFTERPAY,,16.93,AUD
13660,2025-08-22T19:38:41,2025-08-22,625,95,Retail,AFTERPAY,,18.22,AUD
13661,2025-08-22T07:34:09,2025-08-22,978,50,Retail,AFTERPAY,,2.89,AUD
13662,2025-08-22T13:02:06,2025-08-22,1407,98,Retail,CARD,,11.18,AUD
13663,2025-08-22T14:06:00,2025-08-22,398,94,Retail,PAYPAL,,11.83,AUD
13664,2025-08-22T06:31:22,2025-08-22,1347,96,Retail,CASH,,16.16,AUD
13665,2025-08-22T22:54:03,2025-08-22,388,99,Retail,PAYPAL,,7.22,AUD
13666,2025-08-22T14:44:43,2025-08-22,240,43,Retail,CASH,,6.94,AUD
13667,2025-08-22T08:58:17,2025-08-22,443,24,Retail,AFTERPAY,,4.46,AUD
13668,2025-08-22T17:56:18,2025-08-22,507,54,Retail,CASH,,11.43,AUD
13669,2025-08-22T22:16:41,2025-08-22,426,1,Retail,AFTERPAY,,17.25,AUD
13670,2025-08-22T00:08:09,2025-08-22,442,62,Retail,CASH,,15.03,AUD
13671,2025-08-22T11:10:50,2025-08-22,1386,71,Retail,CASH,COUPON810,8.88,AUD
13672,2025-08-22T01:07:19,2025-08-22,852,9999999998,Retail,CARD,,2.19,AUD
13673,2025-08-22T22:53:45,2025-08-22,903,16,Retail,CASH,,16.28,AUD
13674,2025-08-22T04:04:42,2025-08-22,1600,78,Retail,AFTERPAY,COUPON818,8.81,AUD
13675,2025-08-22T01:16:26,2025-08-22,843,79,Retail,CARD,,4.55,AUD
13676,2025-08-22T14:03:27,2025-08-22,332,99,Retail,CASH,COUPON683,11.42,AUD
13677,2025-08-22T00:14:04,2025-08-22,665,89,Retail,AFTERPAY,,2.82,AUD
13678,2025-08-22T22:55:58,2025-08-22,537,90,Retail,AFTERPAY,,13.79,AUD
13679,2025-08-22T17:07:04,2025-08-22,455,36,Retail,PAYPAL,,16.00,AUD
13680,2025-08-22T18:00:08,2025-08-22,1476,57,Retail,CARD,,11.99,AUD
13681,2025-08-22T05:44:20,2025-08-22,46,54,Retail,CARD,,7.09,AUD
13682,2025-08-22T03:46:18,2025-08-22,1111,58,Retail,CASH,,11.72,AUD
13683,2025-08-22T03:26:24,2025-08-22,406,96,Retail,AFTERPAY,,6.35,AUD
13684,2025-08-22T03:25:58,2025-08-22,1474,75,Retail,CARD,,23.47,AUD
13685,2025-08-22T16:55:04,2025-08-22,289,27,Retail,AFTERPAY,,14.84,AUD
13686,2025-08-22T17:45:20,2025-08-22,548,2,Retail,CARD,,13.02,AUD
13687,2025-08-22T11:30:19,2025-08-22,322,91,Retail,PAYPAL,,20.94,AUD
13688,2025-08-22T07:03:23,2025-08-22,924,58,Retail,CASH,,10.73,AUD
13689,2025-08-22T03:17:40,2025-08-22,1293,20,Retail,CASH,,16.53,AUD
13690,2025-08-22T07:15:48,2025-08-22,502,71,Retail,CASH,,18.25,AUD
13691,2025-08-22T22:45:10,2025-08-22,1001,81,Retail,AFTERPAY,,5.34,AUD
13692,2025-08-22T11:02:23,2025-08-22,1444,79,Retail,CARD,,0.00,AUD
13693,2025-08-22T16:46:54,2025-08-22,76,46,Retail,PAYPAL,,16.43,AUD
13694,2025-08-22T18:37:32,2025-08-22,119,93,Retail,PAYPAL,,21.25,AUD
13695,2025-08-22T10:06:58,2025-08-22,854,42,Retail,CASH,COUPON283,11.40,AUD
13696,2025-08-22T22:07:28,2025-08-22,1331,5,Retail,PAYPAL,,22.30,AUD
13697,2025-08-22T18:12:00,2025-08-22,50,16,Retail,CASH,,12.15,AUD
13698,2025-08-22T02:23:47,2025-08-22,1010,21,Retail,CASH,,19.80,AUD
13699,2025-08-22T03:00:49,2025-08-22,463,36,Retail,CASH,COUPON345,11.36,AUD
13700,2025-08-22T06:38:34,2025-08-22,1284,74,Retail,AFTERPAY,,17.50,AUD
13701,2025-08-22T21:51:12,2025-08-22,183,52,Retail,AFTERPAY,,14.49,AUD
13702,2025-08-22T08:55:52,2025-08-22,65,33,Retail,AFTERPAY,,14.56,AUD
13703,2025-08-22T00:54:32,2025-08-22,764,31,Retail,CARD,,14.64,AUD
13704,2025-08-22T01:51:45,2025-08-22,888,9999999998,Retail,CARD,COUPON473,21.57,AUD
13705,2025-08-22T03:07:40,2025-08-22,231,83,Retail,CASH,,4.87,AUD
13706,2025-08-22T21:34:11,2025-08-22,636,4,Retail,PAYPAL,COUPON935,17.71,AUD
13707,2025-08-22T18:39:56,2025-08-22,458,43,Retail,CASH,COUPON265,10.84,AUD
13708,2025-08-22T11:16:36,2025-08-22,1431,2,Retail,CARD,,19.01,AUD
13709,2025-08-22T00:12:36,2025-08-22,1298,5,Retail,CARD,,15.25,AUD
13710,2025-08-22T09:17:10,2025-08-22,289,79,Retail,AFTERPAY,,9.57,AUD
13711,2025-08-22T06:31:01,2025-08-22,294,51,Retail,AFTERPAY,,7.31,AUD
13712,2025-08-22T08:18:19,2025-08-22,1540,36,Retail,CASH,,17.04,AUD
13713,2025-08-22T18:55:55,2025-08-22,1163,37,Retail,CASH,,9.46,AUD
13714,2025-08-22T08:24:01,2025-08-22,1554,28,Retail,PAYPAL,,9.83,AUD
13715,2025-08-22T16:38:11,2025-08-22,1025,96,Retail,AFTERPAY,,16.84,AUD
13716,2025-08-22T21:20:19,2025-08-22,9999999999,64,Retail,AFTERPAY,,8.93,AUD
13717,2025-08-22T23:32:14,2025-08-22,627,44,Retail,CARD,,20.26,AUD
13718,2025-08-22T04:29:36,2025-08-22,862,32,Retail,PAYPAL,,14.32,AUD
13719,2025-08-22T13:48:33,2025-08-22,425,46,Retail,AFTERPAY,,16.63,AUD
13720,2025-08-22T08:45:32,2025-08-22,1045,86,Retail,AFTERPAY,,17.78,AUD
13721,2025-08-22T16:12:52,2025-08-22,9999999999,68,Retail,PAYPAL,,4.38,AUD
13722,2025-08-22T19:50:32,2025-08-22,1420,81,Retail,AFTERPAY,,13.33,AUD
13723,2025-08-22T02:55:32,2025-08-22,95,69,Retail,AFTERPAY,,4.13,AUD
13724,2025-08-22T01:19:29,2025-08-22,503,75,Retail,AFTERPAY,,9.92,AUD
13725,2025-08-22T05:46:42,2025-08-22,593,44,Retail,AFTERPAY,,11.05,AUD
13726,2025-08-22T14:22:52,2025-08-22,158,76,Retail,CASH,,10.12,AUD
13727,2025-08-22T13:12:54,2025-08-22,1199,24,Retail,AFTERPAY,,20.99,AUD
13728,2025-08-22T18:12:24,2025-08-22,302,38,Retail,AFTERPAY,,9.44,AUD
13729,2025-08-22T16:19:07,2025-08-22,286,7,Retail,CASH,,13.08,AUD
13730,2025-08-22T04:02:02,2025-08-22,754,19,Retail,PAYPAL,,18.08,AUD
13731,2025-08-22T00:31:27,2025-08-22,1074,32,Retail,AFTERPAY,,10.07,AUD
13732,2025-08-22T11:04:24,2025-08-22,1259,20,Retail,CARD,,15.91,AUD
13733,2025-08-22T03:18:49,2025-08-22,1365,16,Retail,CARD,,16.00,AUD
13734,2025-08-22T13:54:27,2025-08-22,1289,41,Retail,PAYPAL,,18.11,AUD
13735,2025-08-22T04:14:42,2025-08-22,429,39,Retail,CASH,,12.88,AUD
13736,2025-08-22T22:05:19,2025-08-22,1440,20,Retail,AFTERPAY,,10.21,AUD
13737,2025-08-22T13:08:55,2025-08-22,917,20,Retail,PAYPAL,,18.25,AUD
13738,2025-08-22T00:17:47,2025-08-22,525,36,Retail,CARD,COUPON911,14.01,AUD
13739,2025-08-22T17:52:21,2025-08-22,1441,22,Retail,AFTERPAY,,9.67,AUD
13740,2025-08-22T00:20:03,2025-08-22,578,30,Retail,PAYPAL,COUPON529,18.94,AUD
13741,2025-08-22T02:19:48,2025-08-22,1559,83,Retail,CARD,,7.75,AUD
13742,2025-08-22T23:13:26,2025-08-22,297,26,Retail,AFTERPAY,,9.93,AUD
13743,2025-08-22T22:49:50,2025-08-22,460,20,Retail,AFTERPAY,,0.00,AUD
13744,2025-08-22T12:24:30,2025-08-22,1440,51,Retail,CASH,,3.63,AUD
13745,2025-08-22T23:17:28,2025-08-22,694,37,Retail,PAYPAL,,0.97,AUD
13746,2025-08-22T05:02:03,2025-08-22,1136,21,Retail,AFTERPAY,,11.49,AUD
13747,2025-08-22T04:03:24,2025-08-22,1573,73,Retail,CARD,,8.69,AUD
13748,2025-08-22T14:57:50,2025-08-22,802,8,Retail,AFTERPAY,,6.15,AUD
