sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T12:28:00,5,SHELF-033,30.59,60.33,3849
2025-08-02T19:32:00,5,SHELF-020,19.72,50.35,3715
2025-08-03T17:59:00,5,SHELF-037,24.09,64.93,3973
2025-08-04T17:19:00,5,SHELF-006,27.08,49.02,3566
2025-08-05T09:28:00,5,SHELF-010,30.00,53.20,3751
2025-08-06T13:21:00,5,SHELF-001,23.67,64.78,3655
2025-08-07T20:21:00,5,SHELF-016,37.74,43.65,3819
2025-08-08T14:58:00,5,SHELF-034,14.17,61.93,3707
2025-08-09T13:29:00,5,SHELF-010,30.26,64.41,3846
2025-08-10T18:00:00,5,SHELF-041,14.67,66.72,3610
2025-08-11T20:22:00,5,SHELF-020,22.18,42.40,3702
2025-08-12T14:32:00,5,SHELF-023,16.10,44.27,3878
2025-08-13T03:53:00,5,SHELF-041,28.19,66.67,3777
2025-08-14T17:47:00,5,SHELF-041,21.06,71.40,3773
2025-08-15T04:21:00,5,SHELF-006,22.61,48.21,3556
2025-08-16T22:46:00,5,SHELF-029,26.84,57.36,3835
2025-08-17T00:49:00,5,SHELF-049,19.74,37.63,3814
2025-08-18T00:56:00,5,SHELF-030,18.12,51.46,3562
2025-08-19T16:28:00,5,SHELF-024,19.48,55.92,3476
2025-08-20T00:22:00,5,SHELF-025,17.41,66.76,3636
2025-08-21T19:21:00,5,SHELF-044,25.93,57.31,3640
2025-08-22T16:29:00,5,SHELF-036,18.57,64.43,3599
2025-08-23T12:31:00,5,SHELF-044,20.84,61.61,3757
2025-08-24T01:02:00,5,SHELF-004,23.65,46.16,3649
2025-08-25T06:09:00,5,SHELF-045,29.73,62.47,3546
2025-08-26T10:07:00,5,SHELF-042,30.69,54.56,3667
2025-08-27T11:15:00,5,SHELF-038,16.36,57.43,3902
2025-08-28T11:26:00,5,SHELF-031,23.10,54.96,4031
