sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T19:37:00,3,SHELF-008,21.44,65.50,3619
2025-08-02T19:46:00,3,SHELF-049,21.31,65.66,4024
2025-08-03T19:14:00,3,SHELF-026,19.90,62.56,3755
2025-08-04T04:58:00,3,SHELF-034,18.84,53.95,3523
2025-08-05T17:15:00,3,SHELF-022,27.27,55.01,3666
2025-08-06T23:01:00,3,SHELF-036,22.13,63.16,3871
2025-08-07T15:38:00,3,SHELF-014,19.18,59.54,3652
2025-08-08T01:35:00,3,SHELF-039,27.58,56.60,3674
2025-08-09T08:14:00,3,SHELF-031,23.52,68.40,3431
2025-08-10T15:39:00,3,SHELF-049,25.24,50.51,3719
2025-08-11T09:44:00,3,SHELF-048,24.79,59.50,3657
2025-08-12T04:31:00,3,SHELF-038,14.35,66.72,3512
2025-08-13T16:37:00,3,SHELF-005,25.52,51.11,3694
2025-08-14T04:32:00,3,SHELF-035,22.46,71.57,3704
2025-08-15T06:41:00,3,SHELF-025,26.00,49.21,3618
2025-08-16T03:44:00,3,SHELF-014,23.20,58.32,3611
2025-08-17T19:08:00,3,SHELF-045,30.05,41.61,3739
2025-08-18T13:48:00,3,SHELF-025,16.11,67.86,3830
2025-08-19T09:45:00,3,SHELF-048,18.77,51.74,3562
2025-08-20T04:50:00,3,SHELF-044,22.29,47.71,3736
2025-08-21T09:37:00,3,SHELF-011,17.17,64.53,3653
2025-08-22T11:17:00,3,SHELF-019,29.28,58.02,3682
2025-08-23T20:11:00,3,SHELF-018,26.63,65.82,3721
2025-08-24T10:16:00,3,SHELF-034,28.09,68.86,3768
2025-08-25T17:47:00,3,SHELF-049,29.11,65.87,3789
2025-08-26T04:25:00,3,SHELF-029,21.28,61.42,3782
2025-08-27T06:35:00,3,SHELF-007,27.99,58.58,3716
2025-08-28T21:34:00,3,SHELF-041,15.07,46.00,3483
