order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
5453,2025-08-13T14:50:37,2025-08-13,998,12,Retail,AFTERPAY,,4.16,AUD
5454,2025-08-13T00:44:54,2025-08-13,203,38,Retail,PAYPAL,,16.32,AUD
5455,2025-08-13T02:23:22,2025-08-13,659,19,Retail,CARD,COUPON261,4.93,AUD
5456,2025-08-13T12:52:07,2025-08-13,234,28,Retail,PAYPAL,COUPON665,13.08,AUD
5457,2025-08-13T22:37:56,2025-08-13,1543,81,Retail,CASH,,10.12,AUD
5458,2025-08-13T04:01:39,2025-08-13,225,34,Retail,CARD,,13.61,AUD
5459,2025-08-13T16:23:41,2025-08-13,890,95,Retail,CASH,,10.01,AUD
5460,2025-08-13T01:13:00,2025-08-13,1261,91,Retail,AFTERPAY,,20.46,AUD
5461,2025-08-13T23:45:47,2025-08-13,1044,98,Retail,CARD,,16.22,AUD
5462,2025-08-13T05:17:55,2025-08-13,9999999999,31,Retail,CARD,COUPON854,16.21,AUD
5463,2025-08-13T23:53:25,2025-08-13,88,71,Retail,CASH,,16.70,AUD
5464,2025-08-13T05:45:54,2025-08-13,754,85,Retail,PAYPAL,,9.20,AUD
5465,2025-08-13T13:10:48,2025-08-13,1462,9999999998,Retail,CASH,,12.06,AUD
5466,2025-08-13T04:30:12,2025-08-13,1488,47,Retail,CASH,,8.44,AUD
5467,2025-08-13T03:43:34,2025-08-13,9,12,Retail,CARD,,8.73,AUD
5468,2025-08-13T11:01:32,2025-08-13,638,11,Retail,CASH,,15.52,AUD
5469,2025-08-13T19:46:07,2025-08-13,947,91,Retail,PAYPAL,,10.42,AUD
5470,2025-08-13T12:27:01,2025-08-13,740,57,Retail,AFTERPAY,,13.94,AUD
5471,2025-08-13T04:49:17,2025-08-13,157,93,Retail,CASH,,5.85,AUD
5472,2025-08-13T18:45:17,2025-08-13,161,48,Retail,PAYPAL,COUPON433,6.98,AUD
5473,2025-08-13T12:36:11,2025-08-13,1079,31,Retail,PAYPAL,,12.37,AUD
5474,2025-08-13T05:54:00,2025-08-13,1358,99,Retail,PAYPAL,,17.93,AUD
5475,2025-08-13T01:35:49,2025-08-13,406,53,Retail,CARD,,8.98,AUD
5476,2025-08-13T13:32:03,2025-08-13,198,13,Retail,AFTERPAY,,15.75,AUD
5477,2025-08-13T13:51:39,2025-08-13,296,16,Retail,AFTERPAY,,6.64,AUD
5478,2025-08-13T23:48:31,2025-08-13,1333,3,Retail,AFTERPAY,,9.20,AUD
5479,2025-08-13T23:39:30,2025-08-13,618,78,Retail,CARD,,18.68,AUD
5480,2025-08-13T07:24:29,2025-08-13,845,56,Retail,AFTERPAY,,11.08,AUD
5481,2025-08-13T19:59:57,2025-08-13,990,21,Retail,AFTERPAY,,18.09,AUD
5482,2025-08-13T03:44:01,2025-08-13,499,42,Retail,CARD,COUPON639,0.04,AUD
5483,2025-08-13T06:38:29,2025-08-13,801,4,Retail,CASH,,11.54,AUD
5484,2025-08-13T03:43:27,2025-08-13,691,44,Retail,PAYPAL,,7.90,AUD
5485,2025-08-13T04:44:32,2025-08-13,1111,23,Retail,PAYPAL,,23.42,AUD
5486,2025-08-13T20:18:36,2025-08-13,1040,100,Retail,CARD,,15.46,AUD
5487,2025-08-13T08:08:17,2025-08-13,974,51,Retail,CARD,COUPON654,13.85,AUD
5488,2025-08-13T13:54:32,2025-08-13,393,84,Retail,PAYPAL,COUPON833,11.56,AUD
5489,2025-08-13T14:50:13,2025-08-13,276,85,Retail,CASH,,16.51,AUD
5490,2025-08-13T13:55:53,2025-08-13,1438,20,Retail,CASH,,15.00,AUD
5491,2025-08-13T06:02:09,2025-08-13,287,98,Retail,AFTERPAY,COUPON189,17.46,AUD
5492,2025-08-13T12:30:16,2025-08-13,434,48,Retail,CARD,,15.80,AUD
5493,2025-08-13T20:53:37,2025-08-13,140,94,Retail,CARD,,8.96,AUD
5494,2025-08-13T08:57:11,2025-08-13,743,81,Retail,CASH,,11.63,AUD
5495,2025-08-13T21:42:03,2025-08-13,753,56,Retail,PAYPAL,,9.72,AUD
5496,2025-08-13T13:07:38,2025-08-13,1509,53,Retail,CARD,COUPON928,16.04,AUD
5497,2025-08-13T07:44:43,2025-08-13,852,13,Retail,PAYPAL,COUPON374,10.64,AUD
5498,2025-08-13T14:38:10,2025-08-13,190,14,Retail,CASH,,10.56,AUD
5499,2025-08-13T09:27:27,2025-08-13,1208,53,Retail,AFTERPAY,COUPON706,10.61,AUD
5500,2025-08-13T00:01:15,2025-08-13,590,69,Retail,AFTERPAY,,13.57,AUD
5501,2025-08-13T01:42:27,2025-08-13,743,42,Retail,PAYPAL,,8.60,AUD
5502,2025-08-13T11:24:48,2025-08-13,325,46,Retail,AFTERPAY,,12.44,AUD
5503,2025-08-13T09:07:51,2025-08-13,288,4,Retail,CASH,,14.92,AUD
5504,2025-08-13T10:51:52,2025-08-13,281,80,Retail,CASH,,10.66,AUD
5505,2025-08-13T09:34:09,2025-08-13,1486,62,Retail,CARD,,12.88,AUD
5506,2025-08-13T17:09:24,2025-08-13,1145,60,Retail,CARD,COUPON680,8.52,AUD
5507,2025-08-13T10:33:40,2025-08-13,970,44,Retail,PAYPAL,,3.97,AUD
5508,2025-08-13T20:20:50,2025-08-13,1312,44,Retail,PAYPAL,,9.76,AUD
5509,2025-08-13T13:00:18,2025-08-13,755,84,Retail,PAYPAL,,10.37,AUD
5510,2025-08-13T12:39:32,2025-08-13,1572,58,Retail,CASH,,13.25,AUD
5511,2025-08-13T12:03:55,2025-08-13,55,38,Retail,PAYPAL,,14.28,AUD
5512,2025-08-13T01:14:03,2025-08-13,171,97,Retail,PAYPAL,,12.92,AUD
5513,2025-08-13T00:11:43,2025-08-13,777,77,Retail,CASH,COUPON213,16.45,AUD
5514,2025-08-13T18:38:02,2025-08-13,1598,27,Retail,PAYPAL,,12.13,AUD
5515,2025-08-13T00:22:32,2025-08-13,1015,96,Retail,CASH,,15.56,AUD
5516,2025-08-13T11:33:23,2025-08-13,1406,100,Retail,CASH,,11.79,AUD
5517,2025-08-13T12:30:58,2025-08-13,1474,46,Retail,CARD,,13.65,AUD
5518,2025-08-13T07:06:45,2025-08-13,1453,82,Retail,PAYPAL,,9.50,AUD
5519,2025-08-13T01:27:41,2025-08-13,1053,46,Retail,AFTERPAY,,13.89,AUD
5520,2025-08-13T08:30:57,2025-08-13,1496,59,Retail,PAYPAL,,13.50,AUD
5521,2025-08-13T23:50:21,2025-08-13,1173,57,Retail,CARD,,12.22,AUD
5522,2025-08-13T14:06:06,2025-08-13,51,19,Retail,PAYPAL,,8.32,AUD
5523,2025-08-13T00:50:57,2025-08-13,478,75,Retail,CARD,,6.17,AUD
5524,2025-08-13T03:21:54,2025-08-13,443,6,Retail,CASH,,12.04,AUD
5525,2025-08-13T23:16:44,2025-08-13,795,26,Retail,PAYPAL,,15.91,AUD
5526,2025-08-13T17:34:28,2025-08-13,396,47,Retail,AFTERPAY,,17.10,AUD
5527,2025-08-13T07:53:35,2025-08-13,1323,98,Retail,CARD,,9.60,AUD
5528,2025-08-13T10:41:21,2025-08-13,1507,42,Retail,CASH,,19.21,AUD
5529,2025-08-13T15:12:22,2025-08-13,147,5,Retail,AFTERPAY,,8.97,AUD
5530,2025-08-13T17:15:22,2025-08-13,609,72,Retail,AFTERPAY,,0.12,AUD
5531,2025-08-13T13:00:21,2025-08-13,481,91,Retail,PAYPAL,,11.38,AUD
5532,2025-08-13T14:05:29,2025-08-13,49,79,Retail,CASH,,16.76,AUD
5533,2025-08-13T12:53:28,2025-08-13,631,31,Retail,AFTERPAY,,13.50,AUD
5534,2025-08-13T00:58:20,2025-08-13,1159,13,Retail,CASH,COUPON625,20.16,AUD
5535,2025-08-13T19:02:19,2025-08-13,9999999999,36,Retail,PAYPAL,,3.38,AUD
5536,2025-08-13T02:08:19,2025-08-13,968,56,Retail,PAYPAL,,15.58,AUD
5537,2025-08-13T17:27:19,2025-08-13,230,64,Retail,CARD,,14.67,AUD
5538,2025-08-13T14:08:59,2025-08-13,554,68,Retail,CARD,,10.28,AUD
5539,2025-08-13T09:51:45,2025-08-13,114,89,Retail,AFTERPAY,,11.35,AUD
5540,2025-08-13T04:48:41,2025-08-13,1022,16,Retail,PAYPAL,,10.77,AUD
5541,2025-08-13T08:53:22,2025-08-13,860,53,Retail,CARD,,12.16,AUD
5542,2025-08-13T16:40:07,2025-08-13,1008,91,Retail,CASH,,13.99,AUD
