sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T13:44:00,54,SHELF-043,25.49,54.19,3510
2025-08-02T22:38:00,54,SHELF-010,27.84,51.02,3490
2025-08-03T16:51:00,54,SHELF-046,26.81,52.88,3639
2025-08-04T21:45:00,54,SHELF-017,21.27,71.00,3695
2025-08-05T16:01:00,54,SHELF-037,18.27,59.72,3799
2025-08-06T17:11:00,54,SHELF-001,21.24,56.86,3604
2025-08-07T07:59:00,54,SHELF-009,25.73,43.36,3476
2025-08-08T06:50:00,54,SHELF-002,31.37,50.23,3673
2025-08-09T07:45:00,54,SHELF-044,27.78,52.05,3622
2025-08-10T09:02:00,54,SHELF-032,20.22,56.88,3936
2025-08-11T17:17:00,54,SHELF-044,18.46,45.37,3614
2025-08-12T08:22:00,54,SHELF-020,32.81,46.93,3592
2025-08-13T13:37:00,54,SHELF-023,24.44,49.91,3635
2025-08-14T12:18:00,54,SHELF-039,27.79,53.59,3571
2025-08-15T15:18:00,54,SHELF-005,12.27,61.71,3816
2025-08-16T06:33:00,54,SHELF-041,19.57,55.61,3422
2025-08-17T05:41:00,54,SHELF-002,26.10,71.83,3584
2025-08-18T22:07:00,54,SHELF-006,21.40,52.00,3635
2025-08-19T14:41:00,54,SHELF-005,25.95,38.71,3813
2025-08-20T23:01:00,54,SHELF-033,28.65,63.27,3538
2025-08-21T23:03:00,54,SHELF-013,19.73,50.90,3687
2025-08-22T18:49:00,54,SHELF-027,34.57,48.47,3693
2025-08-23T02:15:00,54,SHELF-019,20.01,45.32,3843
2025-08-24T16:45:00,54,SHELF-017,17.29,49.55,3666
2025-08-25T17:22:00,54,SHELF-024,35.94,41.07,3633
2025-08-26T18:19:00,54,SHELF-037,26.31,44.38,3566
2025-08-27T00:04:00,54,SHELF-012,16.20,54.33,3665
2025-08-28T01:04:00,54,SHELF-012,29.48,57.17,3872
