order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
19080,2025-08-28T18:30:31,2025-08-28,278,6,Retail,PAYPAL,,9.72,AUD
19081,2025-08-28T13:47:50,2025-08-28,513,79,Retail,CARD,,7.67,AUD
19082,2025-08-28T21:55:39,2025-08-28,1115,39,Retail,PAYPAL,,6.58,AUD
19083,2025-08-28T16:15:20,2025-08-28,176,14,Retail,CASH,,8.32,AUD
19084,2025-08-28T06:33:12,2025-08-28,1281,56,Retail,CASH,,12.02,AUD
19085,2025-08-28T15:12:23,2025-08-28,368,11,Retail,PAYPAL,,10.15,AUD
19086,2025-08-28T12:15:18,2025-08-28,514,43,Retail,PAYPAL,COUPON125,14.49,AUD
19087,2025-08-28T06:16:52,2025-08-28,517,81,Retail,PAYPAL,COUPON896,19.23,AUD
19088,2025-08-28T07:39:00,2025-08-28,415,51,Retail,CARD,,17.84,AUD
19089,2025-08-28T15:04:33,2025-08-28,1372,58,Retail,PAYPAL,,17.15,AUD
19090,2025-08-28T12:33:53,2025-08-28,997,96,Retail,CASH,,7.52,AUD
19091,2025-08-28T00:24:48,2025-08-28,1567,45,Retail,CARD,COUPON607,10.77,AUD
19092,2025-08-28T00:57:12,2025-08-28,696,87,Retail,CARD,,8.68,AUD
19093,2025-08-28T18:38:22,2025-08-28,42,39,Retail,AFTERPAY,,12.40,AUD
19094,2025-08-28T07:00:47,2025-08-28,1556,87,Retail,PAYPAL,,11.14,AUD
19095,2025-08-28T07:24:24,2025-08-28,338,52,Retail,CARD,,5.47,AUD
19096,2025-08-28T05:15:30,2025-08-28,446,76,Retail,PAYPAL,,10.64,AUD
19097,2025-08-28T23:52:48,2025-08-28,1329,24,Retail,CASH,,16.48,AUD
19098,2025-08-28T00:32:50,2025-08-28,806,20,Retail,CASH,,14.56,AUD
19099,2025-08-28T05:04:29,2025-08-28,320,13,Retail,CARD,,8.49,AUD
19100,2025-08-28T07:52:37,2025-08-28,853,22,Retail,CASH,,9.25,AUD
19101,2025-08-28T19:27:59,2025-08-28,836,55,Retail,CARD,,16.36,AUD
19102,2025-08-28T16:03:24,2025-08-28,616,6,Retail,AFTERPAY,,9.49,AUD
19103,2025-08-28T22:30:56,2025-08-28,1550,84,Retail,CASH,,19.48,AUD
19104,2025-08-28T05:41:44,2025-08-28,1579,1,Retail,AFTERPAY,,15.48,AUD
19105,2025-08-28T13:08:50,2025-08-28,969,78,Retail,CARD,,13.33,AUD
19106,2025-08-28T10:39:25,2025-08-28,1074,77,Retail,PAYPAL,,12.69,AUD
19107,2025-08-28T04:51:50,2025-08-28,20,94,Retail,PAYPAL,,12.29,AUD
19108,2025-08-28T12:09:42,2025-08-28,1230,57,Retail,PAYPAL,,8.27,AUD
19109,2025-08-28T21:04:14,2025-08-28,1417,17,Retail,CARD,,8.87,AUD
19110,2025-08-28T03:02:27,2025-08-28,1129,94,Retail,CARD,,8.85,AUD
19111,2025-08-28T14:51:25,2025-08-28,661,2,Retail,PAYPAL,,13.18,AUD
19112,2025-08-28T08:21:43,2025-08-28,1255,21,Retail,AFTERPAY,,20.49,AUD
19113,2025-08-28T13:55:33,2025-08-28,1398,96,Retail,CASH,,11.78,AUD
19114,2025-08-28T08:39:00,2025-08-28,1077,27,Retail,CARD,,14.03,AUD
19115,2025-08-28T02:18:43,2025-08-28,150,80,Retail,PAYPAL,,12.62,AUD
19116,2025-08-28T03:45:43,2025-08-28,969,79,Retail,CARD,,20.00,AUD
19117,2025-08-28T23:51:19,2025-08-28,724,42,Retail,AFTERPAY,,10.06,AUD
19118,2025-08-28T06:17:55,2025-08-28,192,98,Retail,PAYPAL,,7.68,AUD
19119,2025-08-28T06:26:02,2025-08-28,523,52,Retail,CASH,,7.44,AUD
19120,2025-08-28T07:31:18,2025-08-28,106,2,Retail,CASH,,16.09,AUD
19121,2025-08-28T21:57:26,2025-08-28,1546,87,Retail,AFTERPAY,,12.95,AUD
19122,2025-08-28T20:22:53,2025-08-28,1389,70,Retail,PAYPAL,,15.23,AUD
19123,2025-08-28T06:42:19,2025-08-28,1335,100,Retail,PAYPAL,,19.83,AUD
19124,2025-08-28T13:21:41,2025-08-28,117,96,Retail,PAYPAL,,10.23,AUD
19125,2025-08-28T11:30:16,2025-08-28,1044,21,Retail,CARD,COUPON879,9.23,AUD
19126,2025-08-28T04:51:47,2025-08-28,341,3,Retail,CARD,,13.31,AUD
19127,2025-08-28T01:26:09,2025-08-28,368,82,Retail,AFTERPAY,,12.01,AUD
19128,2025-08-28T16:59:53,2025-08-28,1313,49,Retail,AFTERPAY,,18.04,AUD
19129,2025-08-28T09:23:43,2025-08-28,616,9,Retail,CARD,,17.22,AUD
19130,2025-08-28T09:28:56,2025-08-28,1554,10,Retail,CARD,,13.10,AUD
19131,2025-08-28T10:42:13,2025-08-28,741,41,Retail,AFTERPAY,,10.23,AUD
19132,2025-08-28T13:35:56,2025-08-28,1526,59,Retail,CASH,,19.19,AUD
19133,2025-08-28T02:21:32,2025-08-28,1272,97,Retail,CASH,,10.97,AUD
19134,2025-08-28T11:03:57,2025-08-28,1369,18,Retail,CASH,,18.74,AUD
19135,2025-08-28T20:31:12,2025-08-28,715,37,Retail,CASH,,3.09,AUD
19136,2025-08-28T05:50:38,2025-08-28,335,44,Retail,PAYPAL,COUPON338,3.97,AUD
19137,2025-08-28T20:47:33,2025-08-28,108,53,Retail,PAYPAL,,7.21,AUD
19138,2025-08-28T05:46:27,2025-08-28,917,51,Retail,CARD,,8.54,AUD
19139,2025-08-28T15:53:24,2025-08-28,181,1,Retail,CASH,,0.00,AUD
19140,2025-08-28T02:00:45,2025-08-28,1197,46,Retail,CARD,,13.18,AUD
19141,2025-08-28T08:32:00,2025-08-28,1506,43,Retail,CASH,,0.00,AUD
19142,2025-08-28T19:51:25,2025-08-28,1,95,Retail,PAYPAL,,12.69,AUD
19143,2025-08-28T01:39:31,2025-08-28,192,8,Retail,CASH,,9.99,AUD
19144,2025-08-28T17:21:12,2025-08-28,879,15,Retail,CARD,,15.43,AUD
19145,2025-08-28T23:31:02,2025-08-28,1598,17,Retail,PAYPAL,,6.52,AUD
19146,2025-08-28T10:39:08,2025-08-28,1532,13,Retail,CASH,,18.97,AUD
19147,2025-08-28T20:27:44,2025-08-28,846,49,Retail,AFTERPAY,,10.84,AUD
19148,2025-08-28T23:24:02,2025-08-28,885,95,Retail,CASH,,14.41,AUD
19149,2025-08-28T09:38:16,2025-08-28,153,11,Retail,CASH,,12.03,AUD
19150,2025-08-28T11:20:20,2025-08-28,1410,15,Retail,CARD,,10.32,AUD
19151,2025-08-28T23:56:44,2025-08-28,1497,70,Retail,AFTERPAY,,13.84,AUD
19152,2025-08-28T17:23:18,2025-08-28,265,81,Retail,CASH,COUPON237,6.86,AUD
19153,2025-08-28T22:59:37,2025-08-28,688,47,Retail,CASH,,7.28,AUD
19154,2025-08-28T13:48:23,2025-08-28,1027,98,Retail,CARD,COUPON623,12.34,AUD
19155,2025-08-28T14:48:20,2025-08-28,376,2,Retail,AFTERPAY,,8.84,AUD
19156,2025-08-28T08:55:41,2025-08-28,1324,47,Retail,PAYPAL,,12.34,AUD
19157,2025-08-28T09:16:17,2025-08-28,1174,91,Retail,CASH,,9.83,AUD
19158,2025-08-28T07:33:47,2025-08-28,1094,72,Retail,AFTERPAY,,17.03,AUD
19159,2025-08-28T08:03:09,2025-08-28,247,59,Retail,CASH,,16.41,AUD
19160,2025-08-28T08:28:27,2025-08-28,1458,94,Retail,PAYPAL,,11.62,AUD
19161,2025-08-28T03:08:53,2025-08-28,626,77,Retail,CARD,,10.13,AUD
19162,2025-08-28T06:07:08,2025-08-28,1290,88,Retail,AFTERPAY,,10.73,AUD
19163,2025-08-28T22:58:04,2025-08-28,1425,30,Retail,AFTERPAY,COUPON223,11.17,AUD
19164,2025-08-28T12:58:32,2025-08-28,884,83,Retail,CARD,COUPON864,18.03,AUD
19165,2025-08-28T22:14:59,2025-08-28,1004,11,Retail,PAYPAL,,7.02,AUD
19166,2025-08-28T01:40:01,2025-08-28,1329,37,Retail,AFTERPAY,,6.28,AUD
19167,2025-08-28T12:56:57,2025-08-28,33,31,Retail,AFTERPAY,COUPON693,14.30,AUD
19168,2025-08-28T04:42:28,2025-08-28,1017,7,Retail,CARD,,9.62,AUD
19169,2025-08-28T07:47:38,2025-08-28,522,28,Retail,CASH,COUPON514,8.56,AUD
19170,2025-08-28T11:33:10,2025-08-28,841,96,Retail,PAYPAL,COUPON779,12.69,AUD
19171,2025-08-28T23:06:45,2025-08-28,232,35,Retail,CARD,,10.89,AUD
19172,2025-08-28T05:43:56,2025-08-28,291,82,Retail,PAYPAL,,10.33,AUD
19173,2025-08-28T07:03:14,2025-08-28,460,67,Retail,PAYPAL,,9.16,AUD
19174,2025-08-28T13:45:16,2025-08-28,527,65,Retail,CASH,,11.07,AUD
19175,2025-08-28T01:50:03,2025-08-28,969,98,Retail,AFTERPAY,,12.54,AUD
19176,2025-08-28T01:46:04,2025-08-28,328,3,Retail,PAYPAL,,11.21,AUD
19177,2025-08-28T04:58:21,2025-08-28,529,60,Retail,CARD,,15.62,AUD
19178,2025-08-28T23:18:59,2025-08-28,1438,44,Retail,AFTERPAY,COUPON535,20.06,AUD
19179,2025-08-28T19:52:43,2025-08-28,991,2,Retail,AFTERPAY,,12.96,AUD
19180,2025-08-28T15:06:09,2025-08-28,509,59,Retail,CASH,,6.54,AUD
19181,2025-08-28T05:55:58,2025-08-28,9999999999,71,Retail,CASH,,8.59,AUD
19182,2025-08-28T18:59:41,2025-08-28,895,96,Retail,AFTERPAY,,12.07,AUD
19183,2025-08-28T09:22:47,2025-08-28,181,38,Retail,CARD,,7.80,AUD
19184,2025-08-28T11:02:44,2025-08-28,540,32,Retail,PAYPAL,,7.87,AUD
19185,2025-08-28T19:59:06,2025-08-28,896,29,Retail,CASH,COUPON940,5.22,AUD
19186,2025-08-28T23:52:16,2025-08-28,953,32,Retail,AFTERPAY,,11.09,AUD
19187,2025-08-28T05:57:56,2025-08-28,987,49,Retail,AFTERPAY,,10.55,AUD
19188,2025-08-28T14:05:38,2025-08-28,927,75,Retail,PAYPAL,,14.91,AUD
19189,2025-08-28T21:33:34,2025-08-28,901,53,Retail,AFTERPAY,,11.82,AUD
19190,2025-08-28T11:16:19,2025-08-28,1242,35,Retail,CARD,,9.79,AUD
19191,2025-08-28T05:54:13,2025-08-28,768,99,Retail,AFTERPAY,,22.14,AUD
19192,2025-08-28T10:27:06,2025-08-28,199,43,Retail,CARD,COUPON222,4.31,AUD
19193,2025-08-28T07:48:52,2025-08-28,1285,94,Retail,PAYPAL,,8.48,AUD
19194,2025-08-28T17:25:43,2025-08-28,9999999999,65,Retail,PAYPAL,,12.55,AUD
19195,2025-08-28T11:33:23,2025-08-28,1127,1,Retail,CASH,,9.66,AUD
19196,2025-08-28T13:23:32,2025-08-28,489,7,Retail,CASH,COUPON212,15.48,AUD
19197,2025-08-28T05:23:06,2025-08-28,1388,44,Retail,AFTERPAY,,8.45,AUD
19198,2025-08-28T13:33:39,2025-08-28,794,41,Retail,CARD,COUPON518,10.97,AUD
19199,2025-08-28T21:16:38,2025-08-28,969,36,Retail,AFTERPAY,COUPON682,4.71,AUD
19200,2025-08-28T00:05:08,2025-08-28,360,96,Retail,AFTERPAY,,9.45,AUD
19201,2025-08-28T23:47:42,2025-08-28,1530,61,Retail,CARD,,12.56,AUD
19202,2025-08-28T09:40:13,2025-08-28,586,74,Retail,CASH,,11.16,AUD
19203,2025-08-28T07:04:43,2025-08-28,905,54,Retail,CASH,,16.52,AUD
19204,2025-08-28T16:22:06,2025-08-28,1237,56,Retail,CASH,,14.03,AUD
19205,2025-08-28T03:47:35,2025-08-28,408,33,Retail,CARD,,8.44,AUD
19206,2025-08-28T03:44:30,2025-08-28,1136,66,Retail,CASH,COUPON757,17.85,AUD
19207,2025-08-28T04:42:49,2025-08-28,625,64,Retail,PAYPAL,,16.22,AUD
