sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T09:01:00,63,SHELF-042,19.76,42.54,3777
2025-08-02T01:11:00,63,SHELF-003,17.54,61.56,3819
2025-08-03T16:16:00,63,SHELF-012,32.35,68.39,3764
2025-08-04T12:09:00,63,SHELF-050,17.38,62.96,3716
2025-08-05T05:16:00,63,SHELF-034,25.06,38.31,3581
2025-08-06T05:52:00,63,SHELF-021,21.46,43.96,3474
2025-08-07T23:38:00,63,SHELF-024,23.24,50.70,3852
2025-08-08T10:11:00,63,SHELF-019,26.46,72.27,3720
2025-08-09T21:20:00,63,SHELF-048,11.07,56.35,3462
2025-08-10T22:08:00,63,SHELF-035,12.87,47.75,3807
2025-08-11T05:28:00,63,SHELF-011,24.78,46.32,3743
2025-08-12T08:52:00,63,SHELF-011,20.20,43.34,3637
2025-08-13T02:54:00,63,SHELF-044,14.72,41.19,3668
2025-08-14T11:44:00,63,SHELF-042,20.50,50.37,3711
2025-08-15T03:17:00,63,SHELF-013,25.63,50.90,3659
2025-08-16T17:02:00,63,SHELF-043,15.44,61.58,3708
2025-08-17T11:45:00,63,SHELF-017,25.34,43.61,3833
2025-08-18T00:36:00,63,SHELF-006,23.26,58.63,3723
2025-08-19T09:14:00,63,SHELF-018,22.49,64.67,3763
2025-08-20T21:15:00,63,SHELF-014,27.60,56.71,3769
2025-08-21T10:29:00,63,SHELF-015,21.92,53.65,3797
2025-08-22T02:13:00,63,SHELF-050,26.02,53.06,3819
2025-08-23T23:31:00,63,SHELF-045,25.09,50.48,3617
2025-08-24T20:45:00,63,SHELF-009,14.19,38.63,3702
2025-08-25T09:35:00,63,SHELF-032,22.33,41.19,3723
2025-08-26T21:58:00,63,SHELF-005,24.51,55.11,3445
2025-08-27T03:27:00,63,SHELF-019,25.91,47.92,3786
2025-08-28T08:45:00,63,SHELF-008,28.87,72.52,3559
