sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T23:38:00,85,SHELF-038,7.52,64.34,3551
2025-08-02T22:22:00,85,SHELF-044,17.88,49.46,3861
2025-08-03T20:31:00,85,SHELF-040,22.11,61.69,3751
2025-08-04T05:49:00,85,SHELF-039,15.87,58.32,3582
2025-08-05T00:14:00,85,SHELF-045,22.22,48.95,3777
2025-08-06T05:23:00,85,SHELF-049,22.36,37.17,3738
2025-08-07T10:31:00,85,SHELF-031,19.59,48.34,3641
2025-08-08T22:10:00,85,SHELF-048,25.23,63.67,3829
2025-08-09T10:25:00,85,SHELF-035,39.44,46.53,3784
2025-08-10T07:52:00,85,SHELF-035,25.75,45.74,3719
2025-08-11T04:45:00,85,SHELF-048,29.97,59.33,3878
2025-08-12T21:38:00,85,SHELF-042,31.40,56.19,3758
2025-08-13T06:59:00,85,SHELF-038,28.79,54.60,3820
2025-08-14T08:01:00,85,SHELF-039,20.57,63.73,3904
2025-08-15T19:36:00,85,SHELF-018,22.83,53.26,4123
2025-08-16T02:48:00,85,SHELF-043,15.10,49.77,3744
2025-08-17T03:58:00,85,SHELF-020,27.71,65.18,3745
2025-08-18T21:52:00,85,SHELF-039,17.43,45.73,3553
2025-08-19T08:57:00,85,SHELF-027,19.00,62.24,3764
2025-08-20T06:24:00,85,SHELF-006,22.89,46.10,3747
2025-08-21T16:26:00,85,SHELF-002,20.48,51.21,3826
2025-08-22T03:28:00,85,SHELF-008,23.63,43.48,3726
2025-08-23T19:22:00,85,SHELF-004,21.30,56.60,3626
2025-08-24T06:20:00,85,SHELF-040,19.24,51.45,3844
2025-08-25T15:56:00,85,SHELF-042,19.71,34.39,3289
2025-08-26T20:01:00,85,SHELF-006,29.45,62.22,3654
2025-08-27T16:24:00,85,SHELF-048,20.94,58.72,3682
2025-08-28T19:57:00,85,SHELF-025,19.14,60.23,3761
