sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-01T14:50:00,99,SHELF-016,17.49,61.30,3711
2025-08-02T19:12:00,99,SHELF-030,26.69,67.54,3762
2025-08-03T10:00:00,99,SHELF-043,12.61,65.53,3818
2025-08-04T01:12:00,99,SHELF-023,15.83,47.70,3663
2025-08-05T23:49:00,99,SHELF-022,21.50,50.33,3690
2025-08-06T12:26:00,99,SHELF-001,20.35,60.11,3748
2025-08-07T15:09:00,99,SHELF-006,26.20,58.45,3971
2025-08-08T23:06:00,99,SHELF-043,14.25,70.24,3606
2025-08-09T01:00:00,99,SHELF-015,29.98,57.67,3722
2025-08-10T03:51:00,99,SHELF-003,20.43,69.01,3523
2025-08-11T10:02:00,99,SHELF-016,25.97,46.91,3689
2025-08-12T21:39:00,99,SHELF-038,23.87,48.22,3445
2025-08-13T09:04:00,99,SHELF-033,23.63,64.41,3701
2025-08-14T01:06:00,99,SHELF-018,20.18,49.49,3767
2025-08-15T08:42:00,99,SHELF-006,14.84,59.87,3502
2025-08-16T16:17:00,99,SHELF-006,18.70,81.25,3818
2025-08-17T06:44:00,99,SHELF-008,25.05,43.44,3752
2025-08-18T18:11:00,99,SHELF-050,22.45,72.67,3968
2025-08-19T22:54:00,99,SHELF-024,24.30,46.20,3650
2025-08-20T11:03:00,99,SHELF-040,16.12,53.43,3710
2025-08-21T08:49:00,99,SHELF-003,24.49,67.42,3744
2025-08-22T00:53:00,99,SHELF-036,19.27,54.99,3486
2025-08-23T10:51:00,99,SHELF-010,27.90,49.05,3723
2025-08-24T04:40:00,99,SHELF-044,24.96,64.58,3455
2025-08-25T10:36:00,99,SHELF-028,26.99,51.75,3514
2025-08-26T13:05:00,99,SHELF-010,15.58,32.10,3412
2025-08-27T19:57:00,99,SHELF-045,22.96,58.11,3764
2025-08-28T16:58:00,99,SHELF-046,15.08,44.29,3508
