order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
1,1,227,5,12.0166,0.2467,0.0934
1,2,310,1,14.1201,0.2077,0.1302
1,3,267,5,26.8765,0.1043,0.1239
1,4,115,5,21.4081,0.2590,0.0914
1,5,277,5,8.5389,0.0675,0.0740
2,1,486,4,8.8529,0.1028,0.1424
2,2,383,2,11.5538,0.1591,0.0649
3,1,164,3,16.0287,0.0250,0.0586
3,2,131,2,6.3342,0.1252,0.1086
4,1,255,3,7.2859,0.2617,0.0406
4,2,219,4,15.1068,0.1867,0.0522
4,3,382,4,5.3791,0.2740,0.1292
4,4,352,4,25.6409,0.1751,0.1122
4,5,224,2,6.5185,0.1215,0.0805
5,1,79,4,15.2614,0.2036,0.2419
5,2,86,5,8.7402,0.1651,0.2467
5,3,274,3,5.6584,0.1758,0.0682
5,4,378,1,5.2167,0.0545,0.2405
5,5,136,3,6.6826,0.2678,0.1524
6,1,285,5,3.9642,0.1478,0.0974
6,2,457,1,13.1901,0.1845,0.1342
6,3,220,2,5.5172,0.1152,0.0277
6,4,74,4,11.8820,0.0406,0.0691
6,5,135,5,8.6922,0.1793,0.0802
7,1,490,2,21.6453,0.0637,0.0486
7,2,258,5,5.9437,0.3544,0.0335
7,3,237,1,20.3219,0.1483,0.0289
7,4,367,2,11.9950,0.4187,0.0521
8,1,85,3,10.1441,0.0309,0.2121
8,2,188,4,23.8855,0.0877,0.1344
8,3,411,5,8.5368,0.0497,0.0301
9,1,112,3,16.5527,0.1980,0.0824
9,2,491,3,12.0757,0.1217,0.0109
10,1,145,1,31.3903,0.1170,0.0845
10,2,88,3,10.3160,0.2057,0.0821
10,3,450,1,17.4011,0.2377,0.0650
10,4,420,4,9.0719,0.0533,0.0302
10,5,23,5,9.2720,0.2701,0.0236
11,1,227,3,19.0176,0.1773,0.0513
11,2,175,1,9.7795,0.2286,0.1696
11,3,278,3,8.1297,0.0479,0.0960
12,1,146,2,2.4706,0.0881,0.0686
12,2,185,4,16.4165,0.1865,0.1268
13,1,362,3,18.8325,0.0935,0.0301
13,2,9999999997,1,14.3059,0.2097,0.0938
13,3,134,2,24.6973,0.1507,0.0656
13,4,329,3,17.2775,0.3255,0.1389
13,5,245,2,14.8504,0.1216,0.0463
14,1,425,3,6.5420,0.1753,0.2452
14,2,409,2,10.8006,0.1202,0.0703
15,1,447,1,6.7427,0.1213,0.0935
15,2,47,3,9.8800,0.1414,0.1103
15,3,440,1,28.5086,0.2316,0.0103
15,4,352,3,12.6365,0.1243,0.1810
16,1,7,2,18.6017,0.1412,0.0262
16,2,225,3,5.9979,0.0153,0.1892
16,3,418,1,16.9674,0.2077,0.0986
17,1,407,2,14.5592,0.0731,0.1739
17,2,157,3,2.2552,0.2781,0.0102
17,3,223,2,5.4081,0.3847,0.0737
17,4,254,4,3.4257,0.1444,0.1264
17,5,50,2,7.1491,0.0381,0.1289
18,1,467,2,8.9017,0.2883,0.1185
18,2,367,1,6.7753,0.1455,0.0612
18,3,22,2,19.0362,0.1417,0.0757
18,4,234,4,5.1268,0.2417,0.0737
19,1,440,1,6.9273,0.3176,0.1073
19,2,129,1,6.2508,0.0588,0.0606
20,1,122,2,5.9625,0.0508,0.0370
20,2,144,5,6.3257,0.1622,0.1966
20,3,367,1,6.0521,0.3290,0.0534
20,4,409,2,8.7537,0.0886,0.3000
20,5,452,4,16.0262,0.0232,0.1438
21,1,177,2,9.5722,0.2169,0.0580
21,2,127,4,6.8671,0.1344,0.1032
21,3,140,1,18.2855,0.1758,0.0290
21,4,54,2,22.1195,0.1610,0.0577
22,1,464,2,7.7537,0.0434,0.0603
22,2,259,1,7.0119,0.1095,0.0998
22,3,383,5,8.5719,0.3481,0.1072
22,4,52,2,9.9800,0.0953,0.1448
22,5,498,4,15.0947,0.0425,0.0995
23,1,365,3,5.5669,0.1213,0.0802
23,2,500,3,8.6256,0.1123,0.0839
23,3,182,3,14.0740,0.0901,0.2144
24,1,326,2,4.0423,0.1826,0.2064
24,2,383,5,8.2945,0.1765,0.0428
24,3,37,2,10.3045,0.2045,0.1642
25,1,3,5,14.0539,0.1127,0.1668
25,2,25,1,4.0512,0.2554,0.1635
25,3,409,4,8.5612,0.1544,0.1032
25,4,116,4,8.6577,0.0893,0.1688
26,1,323,5,8.2462,0.0856,0.1351
26,2,65,5,7.3923,0.1588,0.0249
27,1,350,3,9.7030,0.1008,0.0390
27,2,500,3,5.5091,0.2090,0.2221
27,3,81,4,10.0078,0.2656,0.1267
27,4,117,5,9.5284,0.0365,0.0086
28,1,133,4,13.7742,0.4154,0.0480
28,2,331,1,3.6340,0.0605,0.0200
28,3,444,5,7.3492,0.0776,0.0164
28,4,42,4,15.7234,0.0812,0.0585
29,1,36,1,9.0498,0.1184,0.0762
29,2,140,5,20.0720,0.1297,0.0258
29,3,134,5,9.8912,0.0454,0.1278
30,1,434,2,4.8032,0.1418,0.0853
30,2,9999999997,3,5.6991,0.1399,0.0735
31,1,64,5,10.1804,0.1111,0.0560
31,2,155,2,8.4798,0.0399,0.0914
31,3,413,5,6.5086,0.3371,0.1701
31,4,186,3,16.1659,0.1085,0.0837
32,1,429,4,11.0621,0.1049,0.1277
32,2,53,3,12.9688,0.1802,0.0433
32,3,76,4,11.3003,0.1854,0.0470
33,1,211,3,10.0407,0.1851,0.0198
33,2,35,4,13.6636,0.2026,0.1021
33,3,318,2,16.4703,0.1564,0.0483
33,4,74,2,11.6201,0.0551,0.0123
34,1,449,4,9.0947,0.3220,0.0304
34,2,268,2,12.9921,0.0958,0.0825
34,3,113,1,8.5710,0.0842,0.1303
34,4,56,2,5.3244,0.2271,0.1603
35,1,373,5,4.3897,0.1472,0.0655
35,2,231,4,10.4881,0.0648,0.1054
35,3,284,3,17.0695,0.3146,0.2088
35,4,370,2,12.2019,0.0268,0.0241
36,1,474,2,2.4123,0.4228,0.1122
36,2,39,4,15.2840,0.0747,0.0691
37,1,106,3,14.7380,0.1226,0.0192
37,2,147,2,9.2576,0.1840,0.0600
37,3,62,4,20.8164,0.1360,0.1196
38,1,364,1,10.6911,0.0939,0.0679
38,2,90,2,5.4328,0.2274,0.0863
38,3,14,5,5.2355,0.2119,0.0924
39,1,67,1,26.9457,0.0364,0.0702
39,2,216,5,12.1130,0.1387,0.0424
39,3,325,3,11.8740,0.0847,0.0555
39,4,314,2,8.2034,0.2328,0.0570
39,5,333,3,12.2956,0.1837,0.1273
40,1,151,5,8.9363,0.1148,0.0538
40,2,394,5,17.4729,0.1652,0.1785
40,3,148,1,17.9817,0.0509,0.0383
41,1,173,5,4.1782,0.2695,0.0874
41,2,144,1,14.3081,0.3419,0.0637
41,3,10,1,9.0754,0.1993,0.0895
41,4,486,3,16.3832,0.1197,0.2083
42,1,306,1,5.4108,0.0806,0.1385
42,2,214,1,5.3061,0.0621,0.1200
42,3,350,3,18.3786,0.0883,0.1207
42,4,207,4,4.0787,0.2548,0.0821
43,1,455,2,15.5020,0.2415,0.0921
43,2,471,4,6.6285,0.0385,0.2273
43,3,414,3,8.6934,0.1789,0.0203
44,1,142,5,9.2524,0.1777,0.1204
44,2,482,4,7.1035,0.0671,0.1053
44,3,22,1,23.7445,0.1087,0.0442
44,4,383,2,6.5888,0.3725,0.1516
45,1,229,2,9.7768,0.2720,0.1169
45,2,421,5,6.9308,0.1844,0.0805
45,3,161,5,3.5855,0.0909,0.0378
45,4,77,2,4.7447,0.0807,0.0540
46,1,187,1,13.6654,0.3115,0.0362
46,2,249,5,11.8905,0.1195,0.1231
47,1,163,1,12.0135,0.1571,0.1238
47,2,11,1,8.4110,0.1075,0.1616
47,3,263,2,7.0182,0.1579,0.1306
48,1,351,1,8.7269,0.0547,0.1334
48,2,251,5,11.3165,0.1268,0.1136
48,3,86,4,12.7008,0.2118,0.0762
49,1,198,1,4.6214,0.3332,0.0805
49,2,486,1,6.3905,0.1691,0.1894
49,3,466,3,7.8469,0.2669,0.0417
50,1,187,3,3.9358,0.0128,0.0372
50,2,287,5,5.0898,0.0481,0.0358
50,3,102,1,7.7155,0.1574,0.0278
50,4,146,2,5.3736,0.1781,0.1591
50,5,484,1,4.8102,0.2422,0.0797
51,1,284,4,11.2742,0.0109,0.1239
51,2,167,2,14.9935,0.1672,0.1003
52,1,61,1,7.1247,0.0484,0.0120
52,2,314,2,5.1759,0.0468,0.1595
53,1,420,2,8.2200,0.0850,0.0595
53,2,340,5,7.8628,0.2883,0.1356
53,3,338,2,12.3032,0.0819,0.2177
54,1,284,4,25.9214,0.1184,0.1630
54,2,396,3,5.0930,0.1058,0.1154
55,1,373,2,11.8308,0.2954,0.0999
55,2,359,4,8.0928,0.1248,0.1374
55,3,178,1,10.0858,0.0900,0.1819
55,4,282,3,14.0852,0.0303,0.0284
55,5,164,4,15.2146,0.2432,0.1404
56,1,91,1,7.6422,0.1931,0.0689
56,2,340,4,13.0128,0.0874,0.1835
56,3,372,2,8.5963,0.1031,0.0569
56,4,494,4,4.6828,0.2563,0.1034
57,1,212,3,21.7016,0.3854,0.1189
57,2,275,4,4.3258,0.1364,0.0943
57,3,324,4,7.0085,0.2139,0.1252
58,1,147,5,5.4141,0.0477,0.1286
58,2,130,3,11.7228,0.2685,0.1830
58,3,254,4,7.7811,0.0266,0.0110
59,1,9999999997,1,8.3771,0.2325,0.1115
59,2,367,3,5.7674,0.2402,0.1452
59,3,216,4,8.1806,0.1679,0.0477
59,4,156,1,3.8002,0.1349,0.0662
60,1,475,4,6.6436,0.2940,0.0660
60,2,202,4,9.8820,0.1023,0.0111
60,3,312,2,10.1575,0.0557,0.0339
60,4,96,5,5.9505,0.1197,0.1358
60,5,79,1,16.6419,0.1733,0.1342
61,1,111,2,7.2993,0.3913,0.0380
61,2,146,5,7.7685,0.2445,0.0227
61,3,148,3,5.7767,0.2200,0.0443
62,1,494,1,9.3348,0.1419,0.0411
62,2,42,1,9.9448,0.2597,0.0531
63,1,257,2,10.8874,0.2550,0.0465
63,2,334,4,6.5006,0.1731,0.0155
63,3,431,4,7.0296,0.3005,0.0623
63,4,383,4,9.1216,0.4060,0.2054
64,1,316,4,10.2225,0.0826,0.0329
64,2,326,2,10.7966,0.3013,0.0487
64,3,15,4,19.4321,0.1694,0.0764
64,4,414,3,10.0478,0.0396,0.0879
64,5,231,3,14.8148,0.3006,0.0538
65,1,171,5,7.1405,0.0511,0.0282
65,2,366,5,2.0227,0.4138,0.1300
66,1,436,4,5.1618,0.0495,0.0565
66,2,14,2,7.0207,0.0734,0.0967
66,3,97,5,10.3298,0.3468,0.1055
66,4,137,1,13.8196,0.2686,0.2284
66,5,322,1,5.5844,0.1715,0.0332
67,1,246,1,6.4255,0.1140,0.1158
67,2,366,2,11.3059,0.0660,0.1490
67,3,256,3,8.6122,0.2271,0.0530
68,1,296,3,7.2024,0.1809,0.0978
68,2,450,5,8.2202,0.1474,0.0045
68,3,41,4,9.2951,0.2000,0.0426
69,1,408,5,12.9010,0.0156,0.1143
69,2,465,3,7.8115,0.4114,0.0295
69,3,335,2,8.6133,0.0956,0.1363
69,4,477,2,7.9410,0.1415,0.0652
69,5,156,1,13.2975,0.1969,0.1435
70,1,205,1,8.7732,0.2412,0.0098
70,2,58,4,6.3848,0.2270,0.0370
70,3,349,5,20.5887,0.2378,0.0487
71,1,122,1,7.7646,0.0693,0.0847
71,2,187,2,10.7207,0.2172,0.0083
71,3,353,2,8.6312,0.1306,0.0922
71,4,232,3,14.3998,0.4042,0.0949
72,1,300,5,5.7643,0.2599,0.0014
72,2,302,5,4.8612,0.1343,0.1452
72,3,150,1,4.6053,0.1065,0.0310
73,1,168,4,6.1952,0.0465,0.1292
73,2,259,2,6.1098,0.3212,0.0592
73,3,121,1,15.7638,0.0900,0.0286
74,1,179,3,11.2308,0.1479,0.0408
74,2,62,1,14.1569,0.1539,0.2754
74,3,407,5,22.5073,0.0683,0.1529
74,4,420,2,10.4007,0.0726,0.0084
75,1,443,1,5.2834,0.4077,0.0272
75,2,220,3,23.9405,0.0225,0.1219
76,1,398,3,10.4759,0.1649,0.0441
76,2,176,2,8.0120,0.1115,0.0306
76,3,166,5,10.4183,0.2032,0.0274
76,4,30,1,16.2014,0.1364,0.2395
77,1,156,2,7.6518,0.1283,0.1059
77,2,347,3,14.9891,0.4114,0.1195
78,1,115,4,15.3434,0.1845,0.0251
78,2,333,5,25.6110,0.0709,0.0397
78,3,372,1,6.5463,0.2135,0.1393
79,1,9999999997,3,13.6997,0.3592,0.1732
79,2,402,4,4.5589,0.2421,0.1402
79,3,159,4,8.3496,0.0451,0.0458
79,4,309,1,6.9609,0.1186,0.1278
80,1,226,2,5.0700,0.0321,0.0977
80,2,154,5,6.1126,0.1818,0.1306
80,3,123,3,7.8467,0.0884,0.0996
80,4,273,1,10.2523,0.3064,0.1305
80,5,450,1,8.6973,0.1732,0.0693
81,1,111,4,28.0987,0.1356,0.1229
81,2,194,3,6.0089,0.3805,0.0442
81,3,200,5,6.4400,0.1611,0.1952
82,1,332,2,6.6614,0.1277,0.1271
82,2,23,1,10.0390,0.1393,0.2180
82,3,495,3,4.7391,0.1236,0.1267
82,4,52,5,10.1502,0.1258,0.0802
83,1,403,5,7.4771,0.2074,0.1445
83,2,264,4,9.8517,0.0538,0.1828
83,3,89,5,9.5812,0.4219,0.1210
84,1,308,4,8.7400,0.0762,0.1658
84,2,350,2,7.6637,0.1071,0.1758
84,3,251,2,4.6829,0.1494,0.0985
85,1,367,5,5.8218,0.4907,0.0373
85,2,453,3,11.6043,0.2341,0.2167
85,3,2,1,15.9802,0.0292,0.0224
85,4,162,2,6.0122,0.3235,0.0830
86,1,418,2,30.5924,0.1324,0.0117
86,2,405,2,14.8346,0.0596,0.0812
86,3,18,3,6.1819,0.4016,0.1347
86,4,445,1,19.6760,0.1572,0.1127
86,5,394,2,5.2956,0.0209,0.0190
87,1,247,3,16.3019,0.1046,0.1032
87,2,273,1,12.4878,0.1034,0.0440
87,3,411,1,9.0281,0.1912,0.1086
88,1,24,4,15.2901,0.1231,0.0811
88,2,371,2,6.4006,0.0348,0.1131
88,3,6,1,6.5723,0.3466,0.0247
88,4,431,1,7.7990,0.0985,0.0833
88,5,12,4,11.8864,0.1741,0.2478
89,1,374,2,6.6353,0.1227,0.1423
89,2,386,2,13.7737,0.2776,0.0648
90,1,148,2,10.6915,0.0983,0.0297
90,2,144,4,8.3657,0.0866,0.0255
90,3,217,4,8.0811,0.0519,0.1853
90,4,114,1,10.5256,0.0705,0.0714
90,5,434,1,2.3137,0.1192,0.0699
91,1,32,4,3.6944,0.0784,0.0471
91,2,336,2,3.2896,0.1616,0.1076
91,3,380,4,7.3572,0.0736,0.0939
91,4,296,4,3.0388,0.1133,0.1329
92,1,452,1,6.3845,0.0143,0.0833
92,2,366,3,19.1463,0.1803,0.0909
92,3,129,4,5.5418,0.4033,0.0661
93,1,115,4,3.7228,0.1551,0.0729
93,2,95,4,7.7215,0.1456,0.1190
93,3,2,4,9.8802,0.3054,0.0668
93,4,148,3,9.3401,0.1240,0.0318
94,1,323,1,11.6675,0.2650,0.0307
94,2,127,4,4.7958,0.0271,0.0921
94,3,274,5,8.4395,0.1025,0.0359
94,4,163,5,16.2964,0.2738,0.0280
94,5,290,1,5.2478,0.0745,0.1876
